Ticker,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,Dia,P/L,LPA,Mês,P/VP,VPA,30 dias,P/EBIT,Marg. Bruta,12 meses,PSR,Marg. EBIT,2024,P/Ativos,Marg. Líquida,2023,P/Cap. Giro,EBIT / Ativo,2022,P/Ativ Circ Liq,ROIC,2021,Div. Yield,ROE,2020,EV / EBITDA,Liquidez Corr,2019,EV / EBIT,Div Br/ Patrim,,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,EBIT,Lucro Líquido,2018,2017,2016,2015,2014,2013,Depósitos,Cart. de Crédito,Result Int Financ,Rec Serviços,1,-1,-2,-3,-4,2012,2011,2010
CGAS3,CGAS3,"122,00",ON,06/12/2024,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON,"80,14",Gás,"128,67",Gás,9.162,16.167.600.000,30/09/2024,23.776.800.000,132.521.000,"0,00%","5,73","21,29","1,57%","16,26","7,50","-5,18%","5,85","19,8%","17,22%","1,06","18,2%","16,86%","1,05","18,6%","-3,42%","11,53","18,0%","-4,32%","-1,83","22,9%","-7,79%","16,6%","283,8%","27,28%","6,99","1,34","169,89%","8,60","9,84",,"17,1%","0,99",15.388.100.000,9.785.890.000,2.176.680.000,7.609.210.000,5.576.610.000,994.053.000,4.130.720.000,786.003.000,388.545.000,,,,,,,,,,,,,,,,,,
CGAS5,CGAS5,"133,99",PNAS,13/12/2024,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS,"92,19",Gás,"134,00",Gás,96.873,17.756.500.000,30/09/2024,25.365.700.000,132.521.000,"-0,01%","6,29","21,29","3,39%","17,86","7,50","0,48%","6,42","19,8%","24,45%","1,17","18,2%","27,38%","1,15","18,6%","-1,41%","12,67","18,0%","-4,55%","-2,01","22,9%","-5,75%","16,6%","283,8%","27,31%","7,46","1,34","196,48%","9,18","9,84",,"17,1%","0,99",15.388.100.000,9.785.890.000,2.176.680.000,7.609.210.000,5.576.610.000,994.053.000,4.130.720.000,786.003.000,388.545.000,,,,,,,,,,,,,,,,,,
CGOS3,CGOS3,"26,20",ON,08/10/2007,CELG ON,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,858.836.000,31/12/2007,1.908.770.000,32.780.000,"0,00%","-4,85","-5,40","0,00%","1,89","13,83","0,00%","-256,60","15,2%","0,00%","0,51","-0,2%",,"0,17","-10,5%",,"-0,83","-0,1%",,"-0,25","-0,1%",,"0,0%","-39,0%",,"-570,29","0,54",,"-570,29","2,48",,"9,0%","0,33",5.127.470.000,1.125.610.000,75.680.000,1.049.930.000,1.232.320.000,453.387.000,435.613.000,2.522.990,-64.277.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CGOS4,CGOS4,"16,00",PN,24/08/2004,CELG PN,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,524.480,31/12/2007,1.050.460.000,32.780.000,"0,00%","0,00","-5.397,29","0,00%","0,00","13.831,20","0,00%","-0,16","15,2%","0,00%","0,00","-0,2%",,"0,00","-10,5%",,"0,00","-0,1%",,"0,00","-0,1%",,"0,0%","-39,0%",,"-313,85","0,54",,"-313,85","2,48",,"9,0%","0,33",5.127.470.000,1.125.610.000,75.680.000,1.049.930.000,1.232.320.000,453.387.000,435.613.000,2.522.990,-64.277.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CGRA3,CGRA3,"26,00",ON,13/12/2024,GRAZZIOTIN ON,"23,04",Comércio,"26,38","Tecidos, Vestuário e Calçados",35.247,542.329.000,30/09/2024,367.360.000,20.858.800,"1,64%","6,06","4,29","3,17%","0,58","44,78","4,80%","6,69","50,7%","16,01%","0,76","11,4%","4,66%","0,43","12,5%","-0,48%","1,53","6,4%","-20,84%","2,57","8,1%","15,34%","9,7%","9,6%","23,43%","3,24","2,80","32,44%","4,53",-,,"11,8%","0,56",1.273.340.000,0,174.969.000,-174.969.000,550.112.000,934.112.000,169.753.000,17.003.000,24.105.000,,,,,,,,,,,,,,,,,,
CGRA4,CGRA4,"26,15",PN,13/12/2024,GRAZZIOTIN PN,"23,70",Comércio,"27,36","Tecidos, Vestuário e Calçados",163.548,545.458.000,30/09/2024,370.489.000,20.858.800,"3,56%","6,10","4,29","5,44%","0,58","44,78","5,44%","6,73","50,7%","7,58%","0,76","11,4%","2,17%","0,43","12,5%","8,56%","1,54","6,4%","-21,73%","2,59","8,1%","10,42%","9,6%","9,6%","24,40%","3,26","2,80","30,42%","4,57",-,,"11,8%","0,56",1.273.340.000,0,174.969.000,-174.969.000,550.112.000,934.112.000,169.753.000,17.003.000,24.105.000,,,,,,,,,,,,,,,,,,
CIEL3,CIEL3,"5,83",ON NM,26/08/2024,CIELO ON NM,"4,32",Serviços Financeiros Diversos,"5,83",Serviços Financeiros Diversos,0,15.839.000.000,30/09/2024,17.971.500.000,2.716.820.000,"0,00%","10,29","0,57","0,00%","1,79","3,26","0,00%","25,77","44,7%","37,80%","2,57","10,0%","28,99%","0,16","25,0%","-6,63%","15,36","0,6%","140,17%","25,89","2,5%","-39,56%","3,7%","17,4%","-51,46%","16,30","1,01","-8,42%","29,24","0,38",,"-7,8%","0,06",99.357.900.000,3.332.600.000,1.200.090.000,2.132.510.000,88.392.000.000,8.866.850.000,2.523.920.000,413.876.000,169.690.000,,,,,,,,,,,,,,,,,,
CIQU3,CIQU3,"12,49",ON,09/03/2015,CACIQUE ON,"0,00",,"0,00",,0,311.601.000,30/09/2014,550.260.000,24.948.000,"0,00%","6,63","1,88","0,00%","1,05","11,87","0,00%","4,25","26,2%","0,00%","0,41","9,7%",,"0,51","6,2%",,"3,33","12,1%",,"7,55","12,7%",,"0,0%","15,9%",,"5,23","1,36","0,00%","7,50","0,84",,"16,2%","1,25",605.562.000,247.325.000,8.666.000,238.659.000,350.632.000,296.175.000,211.265.000,20.413.000,-2.537.000,"0,00%","0,00%","0,00%","101,78%","-6,78%",,,,,,,,,,,,,
CIQU4,CIQU4,"12,49",PN,20/03/2015,CACIQUE PN,"0,00",,"0,00",,0,311.601.000,30/09/2014,550.260.000,24.948.000,"0,00%","6,63","1,88","0,00%","1,05","11,87","0,00%","4,25","26,2%","0,00%","0,41","9,7%",,"0,51","6,2%",,"3,33","12,1%",,"7,55","12,7%",,"0,0%","15,9%",,"5,23","1,36","0,00%","7,50","0,84",,"16,2%","1,25",605.562.000,247.325.000,8.666.000,238.659.000,350.632.000,296.175.000,211.265.000,20.413.000,-2.537.000,"0,00%","0,00%","0,00%","17,39%","-23,89%",,,,,,,,,,,,,
CLAN3,CLAN3,"0,00",ON,-,CLARION ON,"0,00",,"0,00",,0,0,31/12/2012,-,158.703.000,"0,00%","0,00","0,00","0,00%","0,00","0,00","0,00%",-,-,"0,00%",-,-,,-,"0,0%",,-,"0,0%",,-,-,,"0,0%","-1,0%",,-,-,,-,-,,"-64,0%",-,1.171.790.000,85.798.000,8.000,85.790.000,84.641.000,1.012.240.000,4.309.000,38.487.000,41.218.000,,,,,,,,,,,"0,00%","0,00%","0,00%","0,00%","0,00%",,,
CLAN4,CLAN4,"3,00",PN,07/02/2013,CLARION PN,"0,00",,"0,00",,0,476.109.000,31/12/2012,561.899.000,158.703.000,"0,00%","-44,92","-0,07","0,00%","0,47","6,38","0,00%","-82,56","3,1%","0,00%","15,15","-18,4%",,"0,41","-33,7%",,"-15,50","-0,5%",,"-6,36","-0,5%",,"0,0%","-1,0%",,"22,68","0,73",,"-97,43","0,08",,"-64,0%","0,03",1.171.790.000,85.798.000,8.000,85.790.000,84.641.000,1.012.240.000,4.309.000,38.487.000,41.218.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CLSA3,CLSA3,"9,92",ON NM,13/12/2024,CLEARSALE ON NM,"3,02",Serviços Financeiros Diversos,"9,92",Serviços Financeiros Diversos,17.227.300,1.864.230.000,30/09/2024,1.512.350.000,187.926.000,"0,00%","-75,84","-0,13","1,64%","2,67","3,71","1,54%","-26,48","35,0%","170,30%","3,90","-14,7%","164,53%","2,17","-5,1%","-33,39%","5,31","-8,2%","-37,44%","5,58","-15,2%","-68,42%","0,0%","-3,5%","0,00%","-62,95","3,44","0,00%","-21,49","0,02",,"-1,2%","0,56",857.970.000,11.331.000,363.209.000,-351.878.000,494.980.000,697.085.000,114.394.000,-26.803.000,-10.340.000,,,,,,,,,,,,,,,,,,
CLSC3,CLSC3,"75,00",ON N2,12/12/2024,CELESC ON N2,"58,84",Energia Elétrica,"78,19",Energia Elétrica,9.782,2.892.900.000,30/09/2024,5.891.600.000,38.572.000,"0,00%","4,29","17,49","0,00%","0,86","87,71","0,00%","2,54","17,6%","33,85%","0,28","10,9%","26,81%","0,22","6,5%","34,25%","2,87","8,5%","-10,49%","-0,50","10,2%","10,08%","3,7%","19,9%","29,02%","3,99","1,31","-9,67%","5,17","1,28",,"4,1%","0,78",13.421.500.000,4.335.540.000,1.336.850.000,2.998.690.000,4.226.280.000,3.382.980.000,2.626.660.000,157.750.000,76.137.000,,,,,,,,,,,,,,,,,,
CLSC4,CLSC4,"79,99",PN N2,13/12/2024,CELESC PN N2,"58,60",Energia Elétrica,"84,53",Energia Elétrica,209.920,3.085.370.000,30/09/2024,6.084.070.000,38.572.000,"-0,47%","4,57","17,49","-3,51%","0,91","87,71","-1,25%","2,71","17,6%","34,84%","0,30","10,9%","27,61%","0,23","6,5%","31,73%","3,06","8,5%","-12,91%","-0,53","10,2%","32,37%","3,8%","19,9%","13,72%","4,12","1,31","8,42%","5,34","1,28",,"4,1%","0,78",13.421.500.000,4.335.540.000,1.336.850.000,2.998.690.000,4.226.280.000,3.382.980.000,2.626.660.000,157.750.000,76.137.000,,,,,,,,,,,,,,,,,,
CLSC5,CLSC5,"39,01",PNA N2,25/04/2011,CELESC PNA N2,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,1.504.690.000,30/09/2024,4.503.390.000,38.572.000,"0,00%","2,23","17,49","0,00%","0,44","87,71","0,00%","1,32","17,6%","0,00%","0,14","10,9%",,"0,11","6,5%",,"1,49","8,5%",,"-0,26","10,2%",,"0,0%","19,9%",,"3,05","1,31",,"3,95","1,28",,"4,1%","0,78",13.421.500.000,4.335.540.000,1.336.850.000,2.998.690.000,4.226.280.000,3.382.980.000,2.626.660.000,157.750.000,76.137.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CLSC6,CLSC6,"0,00",PNB N2,-,CELESC PNB N2,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,0,30/09/2024,-,38.572.000,"0,00%","0,00","0,00","0,00%","0,00","0,00","0,00%",-,-,"0,00%",-,-,,-,-,,-,"0,0%",,-,-,,"0,0%",-,,-,-,,-,-,,"4,1%",-,13.421.500.000,4.335.540.000,1.336.850.000,2.998.690.000,4.226.280.000,3.382.980.000,2.626.660.000,157.750.000,0,,,,,,,,,,,"0,00%","0,00%","0,00%","0,00%","0,00%",,,
CMET4,CMET4,"3,91",PN,03/05/2006,CAEMI PN,"0,00",,"0,00",,0,15.326.200.000,31/03/2006,14.301.200.000,3.919.750.000,"0,00%","8,10","0,48","0,00%","5,38","0,73","0,00%","5,72","60,0%","0,00%","3,07","53,6%",,"3,14","43,0%",,"9,47","54,8%",,"27,20","81,4%",,"0,0%","66,4%",,"5,34","2,64",,"5,34","0,18",,"30,2%","1,02",4.887.690.000,502.845.000,1.527.850.000,-1.025.010.000,2.603.240.000,2.847.970.000,1.131.320.000,527.932.000,294.553.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CMIG3,CMIG3,"14,88",ON N1,13/12/2024,CEMIG ON N1,"9,38",Energia Elétrica,"15,53",Energia Elétrica,2.493.150,42.583.300.000,30/09/2024,50.096.400.000,2.861.780.000,"0,07%","5,32","2,80","-0,80%","1,52","9,81","3,26%","5,74","21,8%","44,79%","1,10","19,2%","38,78%","0,68","20,7%","0,13%","62,88","11,8%","22,61%","-2,28","13,9%","36,17%","8,6%","28,5%","12,50%","5,71","1,04","4,12%","6,76","0,50",,"11,0%","0,61",63.006.900.000,14.134.300.000,6.621.240.000,7.513.040.000,16.272.700.000,28.060.000.000,10.148.900.000,1.502.380.000,3.279.630.000,,,,,,,,,,,,,,,,,,
CMIG4,CMIG4,"11,42",PN N1,13/12/2024,CEMIG PN N1,"7,56",Energia Elétrica,"12,09",Energia Elétrica,156.595.000,32.681.500.000,30/09/2024,40.194.600.000,2.861.780.000,"-0,70%","4,08","2,80","-4,03%","1,16","9,81","0,53%","4,41","21,8%","56,06%","0,85","19,2%","42,63%","0,52","20,7%","13,35%","48,26","11,8%","23,40%","-1,75","13,9%","10,67%","11,2%","28,5%","12,99%","4,58","1,04","1,28%","5,42","0,50",,"11,0%","0,61",63.006.900.000,14.134.300.000,6.621.240.000,7.513.040.000,16.272.700.000,28.060.000.000,10.148.900.000,1.502.380.000,3.279.630.000,,,,,,,,,,,,,,,,,,
CMIN3,CMIN3,"5,51",ON N2,13/12/2024,CSNMINERACAO ON N2,"4,32",Mineração,"7,13",Minerais Metálicos,44.375.600,30.224.200.000,30/09/2024,24.472.000.000,5.485.340.000,"-1,61%","7,81","0,71","4,36%","3,38","1,63","-0,72%","5,49","51,3%","-12,20%","1,76","32,0%","-20,49%","0,88","22,5%","118,85%","4,15","16,0%","-25,60%","-3,39","30,6%","-21,06%","14,7%","43,3%","0,00%","3,68","1,78","0,00%","4,45","0,98",,"-2,6%","0,50",34.460.000.000,8.740.340.000,14.492.600.000,-5.752.210.000,16.603.500.000,8.945.330.000,3.966.840.000,851.625.000,446.307.000,,,,,,,,,,,,,,,,,,
CMMA4,CMMA4,"0,81",PN,13/01/2005,CMA PARTICIPACOES SA PN,"0,00",,"0,00",,0,0,31/12/2004,-4.000,0,"0,00%","0,00","0,00","0,00%","0,00","0,00","0,00%",-,-,"0,00%",-,-,,-,"0,0%",,-,"-3.200,0%",,-,-,,"0,0%","-1,9%",,"0,03",-,,"0,03",-,,-,-,4.000,0,4.000,-4.000,4.000,-79.623.000,0,-36.000,1.746.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CNFB4,CNFB4,"5,99",PN N1,11/05/2012,CONFAB PN N1,"0,00",Siderurgia e Metalurgia,"0,00",Artefatos de Ferro e Aço,0,2.433.530.000,31/03/2012,2.957.370.000,406.266.000,"0,00%","9,01","0,66","0,00%","1,57","3,82","0,00%","8,27","30,7%","0,00%","1,51","18,3%",,"0,87","16,8%",,"3,47","10,5%",,"53,95","12,0%",,"0,0%","17,4%",,"7,85","2,20",,"10,05","0,47",,"-10,6%","0,58",2.790.060.000,724.644.000,200.804.000,523.840.000,1.282.700.000,1.552.470.000,340.402.000,57.115.000,48.185.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CNTO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCE3,COCE3,"26,01",ON,06/12/2024,CIA ENERG CEARA - COELCE ON,"26,01",Energia Elétrica,"50,02",Energia Elétrica,598,2.025.010.000,30/09/2024,7.259.450.000,77.855.000,"0,00%","6,96","3,74","-14,72%","0,40","64,79","-8,77%","1,49","18,9%","-46,98%","0,24","16,4%","-46,98%","0,15","3,5%","-12,15%","-0,88","9,9%","0,00%","-0,35","11,0%","-14,25%","3,7%","5,8%","48,09%","3,66","0,55","35,74%","5,33","1,07",,"9,8%","0,61",13.711.000.000,5.396.610.000,162.165.000,5.234.440.000,2.803.690.000,5.043.900.000,2.354.180.000,330.178.000,68.157.000,,,,,,,,,,,,,,,,,,
COCE5,COCE5,"24,11",PNA,13/12/2024,CIA ENERG CEARA - COELCE PNA,"23,60",Energia Elétrica,"44,42",Energia Elétrica,2.383.810,1.877.080.000,30/09/2024,7.111.530.000,77.855.000,"-1,19%","6,45","3,74","-3,56%","0,37","64,79","-9,22%","1,38","18,9%","-42,05%","0,23","16,4%","-42,85%","0,14","3,5%","-3,10%","-0,82","9,9%","-19,67%","-0,32","11,0%","3,04%","4,0%","5,8%","0,40%","3,59","0,55","36,89%","5,22","1,07",,"9,8%","0,61",13.711.000.000,5.396.610.000,162.165.000,5.234.440.000,2.803.690.000,5.043.900.000,2.354.180.000,330.178.000,68.157.000,,,,,,,,,,,,,,,,,,
COCE6,COCE6,"35,00",PNB,20/03/2012,CIA ENERG CEARA - COELCE PNB,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,2.724.920.000,30/09/2024,7.959.370.000,77.855.000,"0,00%","9,36","3,74","0,00%","0,54","64,79","0,00%","2,00","18,9%","0,00%","0,33","16,4%",,"0,20","3,5%",,"-1,19","9,9%",,"-0,46","11,0%",,"0,0%","5,8%",,"4,02","0,55",,"5,84","1,07",,"9,8%","0,61",13.711.000.000,5.396.610.000,162.165.000,5.234.440.000,2.803.690.000,5.043.900.000,2.354.180.000,330.178.000,68.157.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
COGN3,COGN3,"1,12",ON,13/12/2024,COGNA ON,"1,12",Diversos,"3,50",Serviços Educacionais,57.619.800,2.101.800.000,30/09/2024,7.864.200.000,1.876.610.000,"-4,27%","-4,74","-0,24","-13,18%","0,18","6,19","-20,00%","1,65","66,2%","-65,33%","0,35","21,0%","-67,91%","0,09","-7,6%","64,62%","1,31","5,3%","-13,82%","-0,30","5,9%","-46,87%","0,0%","-3,8%","-59,49%","4,05","1,61","24,92%","6,17","0,59",,"2,4%","0,25",23.867.000.000,6.888.670.000,1.126.270.000,5.762.400.000,4.221.240.000,11.616.200.000,1.281.610.000,139.195.000,-29.121.000,,,,,,,,,,,,,,,,,,
CORR3,CORR3,"12,00",ON,15/06/2005,CORREA RIBEIRO SA COM. IND. ON,"0,00",Exploração de Imóveis,"0,00",Exploração de Imóveis,0,277.836,30/09/2023,-11.736.200,23.153,"0,00%","0,04","307,95","0,00%","0,06","201,49","0,00%","-0,08","100,0%","0,00%","0,83","-1.057,7%",,"0,02","2.141,1%",,"0,03","-21,8%",,"0,42","-85,4%",,"0,0%","152,8%",,"3,38","4,25",,"3,33",-,,"-42,1%","0,02",16.138.000,0,12.014.000,-12.014.000,12.142.000,4.665.000,83.000,-774.000,-678.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CORR4,CORR4,"82,00",PN,11/02/2021,CORREA RIBEIRO SA COM. IND. PN,"0,00",Exploração de Imóveis,"0,00",Exploração de Imóveis,0,1.898.550,30/09/2023,-10.115.500,23.153,"0,00%","0,27","307,95","0,00%","0,41","201,49","0,00%","-0,54","100,0%","0,00%","5,70","-1.057,7%","0,00%","0,12","2.141,1%","0,00%","0,20","-21,8%","0,00%","2,84","-85,4%","18,84%","0,0%","152,8%","-1,43%","2,91","4,25","-23,78%","2,87",-,,"-42,1%","0,02",16.138.000,0,12.014.000,-12.014.000,12.142.000,4.665.000,83.000,-774.000,-678.000,,,,,,,,,,,,,,,,,,
CPFE3,CPFE3,"32,00",ON,13/12/2024,CPFL ENERGIA S.A. ON,"30,75",Energia Elétrica,"35,69",Energia Elétrica,52.699.800,36.872.100.000,30/09/2024,61.625.300.000,1.152.250.000,"-0,40%","6,72","4,76","-1,90%","1,81","17,72","-1,57%","3,29","33,6%","-6,32%","0,89","27,2%","-9,80%","0,49","13,4%","26,67%","22,88","14,8%","35,93%","-0,99","16,5%","-5,97%","8,6%","26,9%","-3,15%","4,68","1,11","24,82%","5,51","1,40",,"7,5%","0,55",75.535.000.000,28.573.300.000,3.820.140.000,24.753.100.000,16.673.000.000,20.423.100.000,10.854.500.000,2.574.930.000,1.264.960.000,,,,,,,,,,,,,,,,,,
CPFG3,CPFG3,"12,65",ON,29/07/2005,CPFL GERAÇÂO DE ENERGIA S/A ON,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,2.299.630.000,30/09/2024,2.723.210.000,181.789.000.000,"0,00%","1,99","6,36","0,00%","0,65","19,36","0,00%","0,77","65,0%","0,00%","0,46","60,3%",,"0,15","37,7%",,"-2,35","19,8%",,"-0,37","21,7%",,"0,0%","32,9%",,"0,78","0,69",,"0,91","0,43",,"12,4%","0,33",15.198.300.000,1.524.140.000,1.100.560.000,423.581.000,2.191.630.000,3.519.380.000,1.376.050.000,846.106.000,395.506.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CPFG4,CPFG4,"12,26",PN,29/07/2005,CPFL GERAÇÂO DE ENERGIA S/A PN,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,2.228.730.000,30/09/2024,2.652.310.000,181.789.000.000,"0,00%","1,93","6,36","0,00%","0,63","19,36","0,00%","0,74","65,0%","0,00%","0,45","60,3%",,"0,15","37,7%",,"-2,28","19,8%",,"-0,36","21,7%",,"0,0%","32,9%",,"0,76","0,69",,"0,88","0,43",,"12,4%","0,33",15.198.300.000,1.524.140.000,1.100.560.000,423.581.000,2.191.630.000,3.519.380.000,1.376.050.000,846.106.000,395.506.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CPFP4,CPFP4,"44,00",PN,02/01/2006,CPFL - PIRATININGA PN,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,2.336.260.000,30/09/2024,6.244.970.000,53.096.800.000,"0,00%","4,90","8,98","0,00%","3,41","12,92","0,00%","2,19","24,8%","0,00%","0,40","18,4%",,"0,30","8,2%",,"-18,33","13,8%",,"-0,48","15,9%",,"0,0%","69,5%",,"5,08","0,94",,"5,85","6,23",,"6,9%","0,75",7.741.360.000,4.274.040.000,365.328.000,3.908.710.000,2.143.700.000,685.878.000,1.440.070.000,214.087.000,69.114.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CPLE11,CPLE11,"50,12",UNT,22/12/2023,COPEL UNT,"48,05",Energia Elétrica,"50,12",Energia Elétrica,0,29.899.700.000,30/09/2024,38.540.800.000,2.982.810.000,"0,00%","9,64","5,20","0,00%","1,17","42,73","0,00%","7,27","23,5%","5,96%","1,38","19,0%","0,00%","0,53","14,6%","34,43%","6,49","7,3%","36,22%","-1,85","8,8%","8,93%","0,0%","12,2%","0,00%","6,93","1,45","0,00%","9,37","0,64",,"3,9%","0,38",56.553.800.000,16.227.600.000,7.586.520.000,8.641.110.000,14.948.000.000,25.493.400.000,5.735.610.000,938.293.000,1.219.660.000,,,,,,,,,,,,,,,,,,
CPLE3,CPLE3,"8,26",ON,13/12/2024,COPEL ON,"7,77",Energia Elétrica,"9,47",Energia Elétrica,60.596.700,24.638.000.000,30/09/2024,33.279.100.000,2.982.810.000,"-0,84%","7,94","1,04","-3,60%","0,97","8,55","1,03%","5,99","23,5%","-3,62%","1,14","19,0%","-9,51%","0,44","14,6%","42,52%","5,35","7,3%","27,20%","-1,53","8,8%","3,05%","4,7%","12,2%","4,75%","5,99","1,45","139,05%","8,09","0,64",,"3,9%","0,38",56.553.800.000,16.227.600.000,7.586.520.000,8.641.110.000,14.948.000.000,25.493.400.000,5.735.610.000,938.293.000,1.219.660.000,,,,,,,,,,,,,,,,,,
CPLE5,CPLE5,"11,00",PNA,11/12/2024,COPEL PNA,"10,34",Energia Elétrica,"24,22",Energia Elétrica,4.159,32.810.900.000,30/09/2024,41.452.000.000,2.982.810.000,"0,00%","10,58","1,04","-5,17%","1,29","8,55","-4,35%","7,97","23,5%","-46,65%","1,51","19,0%","-50,82%","0,58","14,6%","0,09%","7,13","7,3%","-33,54%","-2,03","8,8%","652,60%","4,8%","12,2%","0,00%","7,46","1,45","0,00%","10,07","0,64",,"3,9%","0,38",56.553.800.000,16.227.600.000,7.586.520.000,8.641.110.000,14.948.000.000,25.493.400.000,5.735.610.000,938.293.000,1.219.660.000,,,,,,,,,,,,,,,,,,
CPLE6,CPLE6,"9,20",PNB,13/12/2024,COPEL PNB,"8,70",Energia Elétrica,"10,56",Energia Elétrica,183.229.000,27.441.900.000,30/09/2024,36.083.000.000,2.982.810.000,"0,00%","8,85","1,04","-3,49%","1,08","8,55","0,12%","6,67","23,5%","0,01%","1,27","19,0%","-7,71%","0,49","14,6%","35,27%","5,96","7,3%","38,89%","-1,70","8,8%","2,02%","4,6%","12,2%","12,39%","6,49","1,45","133,01%","8,77","0,64",,"3,9%","0,38",56.553.800.000,16.227.600.000,7.586.520.000,8.641.110.000,14.948.000.000,25.493.400.000,5.735.610.000,938.293.000,1.219.660.000,,,,,,,,,,,,,,,,,,
CPNY3,CPNY3,"2,35",ON,26/11/2008,COMPANY  S/A ON,"0,00",Construção Civil,"0,00",Incorporações,0,169.214.000,31/03/2012,589.014.000,72.006.100,"0,00%","-11,00","-0,21","0,00%","0,42","5,54","0,00%","1,21","26,3%","0,00%","0,23","19,1%",,"0,05","-2,1%",,"0,20","4,4%",,"-0,13","5,5%",,"0,0%","-3,9%",,"4,21","2,26",,"4,21","2,33",,"20,1%","0,23",3.144.930.000,930.502.000,510.702.000,419.800.000,1.487.710.000,398.830.000,299.654.000,59.707.000,-109.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CPRE3,CPRE3,"18,23",ON NM,02/07/2020,CPFL RENOVAV ON NM,"0,00",Energia Elétrica,"0,00",Energia Elétrica,0,10.824.700.000,30/09/2024,11.055.400.000,593.783.000,"0,00%","7,73","2,36","0,00%","2,35","7,76","0,00%","5,10","65,3%","0,00%","3,03","59,5%","0,00%","0,96","39,8%","0,00%","-11,09","18,8%","0,00%","-2,18","20,6%","0,00%","0,0%","30,4%","-1,46%","4,19","0,62","14,55%","5,21","0,23",,"13,6%","0,32",11.260.900.000,1.040.910.000,810.192.000,230.715.000,1.591.430.000,4.608.900.000,1.017.420.000,618.329.000,441.072.000,,,,,,,,,,,,,,,,,,
CPSL3,CPSL3,"38,02",ON,17/10/2007,COPESUL ON,"0,00",,"0,00",,0,5.711.250.000,30/06/2007,5.406.860.000,150.217.000,"0,00%","8,56","4,44","0,00%","3,49","10,88","0,00%","5,79","16,7%","0,00%","0,79","13,6%",,"2,04","9,2%",,"7,39","35,3%",,"11,84","57,1%",,"0,0%","40,8%",,"5,48","1,89",,"5,48","0,17",,"16,2%","2,60",2.795.270.000,277.485.000,581.872.000,-304.387.000,1.642.970.000,1.634.730.000,2.081.160.000,229.523.000,143.576.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
CRBM3,CRBM3,"90,00",ON,23/02/2007,CARAÍBA METAIS S.A ON,"0,00",,"0,00",,0,2.700.810.000,30/09/2009,2.476.940.000,30.009.000,"0,00%","-28,95","-3,11","0,00%","3,26","27,57","0,00%","-15,45","-8,0%","0,00%","1,50","-9,7%",,"1,17","-5,2%",,"2,98","-7,6%",,"16,90","-12,7%",,"0,0%","-11,3%",,"-14,17","2,24",,"-14,17","0,45",,"-1,6%","0,78",2.303.590.000,374.158.000,598.025.000,-223.867.000,1.636.090.000,827.347.000,576.655.000,1.651.000,15.449.000,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,,,,,,,,,,
