Empresa,Ticker,Cotação,EV/EBIT,Margem EBIT,Volume Diário,Situação
TELEFÔNICA BRASIL,VIVT3,42.99,12.18,15.26,95157100.33,[]
TIM,TIMS3,12.22,12.22,16.63,79886640.3,[]
EMAE - EMPRESA METROP.AGUAS ENERGIA,EMAE4,88.0,12.35,36.45,518359.37,[]
KEPLER WEBER,KEPL3,53.59,12.4,12.34,12165254.47,[]
FRAS-LE,FRAS3,11.57,12.41,14.36,3521821.03,[]
CYRELA COMMERCIAL PROPERT,CCPR3,13.2,12.65,50.22,5883300.53,[]
LOPES BRASIL,LPSB3,4.07,12.98,21.33,4890443.77,[]
REDE ENERGIA,REDE3,8.84,13.04,16.2,333792.17,[]
TEGMA GESTÃO LOGÍSTICA,TGMA3,22.3,13.3,11.29,11166402.33,[]
SLC AGRICOLA,SLCE3,50.31,13.32,20.16,74966571.07,[]
PETROLEO BRASILEIRO S.A. PETROBRAS,PETR3,25.64,13.43,18.24,485032222.13,[]
PETROLEO BRASILEIRO S.A. PETROBRAS,PETR4,26.28,13.43,18.24,1689313692.33,[]
LOG-IN LOGÍSTICA INTERMODAL,LOGN3,19.49,13.44,17.68,18510988.57,[]
PETTENATI,PTNT3,13.0,13.54,6.27,958654.1,[]
QUALICORP,QUAL3,26.91,13.55,30.07,79720496.97,[]
JEREISSATI,JPSA3,29.54,13.63,49.4,8008093.03,[]
PETRO RIO,PRIO3,18.32,13.71,48.67,415147923.37,[]
INSTITUTO HERMES PARDINI,PARD3,19.95,13.81,13.4,6631226.3,[]
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,MTRE3,11.45,13.88,8.85,7873408.13,[]
CSU CARDSYSTEM,CARD3,24.0,13.89,16.35,11389517.43,[]
SÃO CARLOS,SCAR3,39.15,14.63,64.47,330773.63,[]
SIMPAR S.A.,SIMH3,45.4,14.68,14.96,26027251.27,[]
AMBEV,ABEV3,17.18,15.17,27.05,335133291.4,[]
FERBASA,FESA4,39.5,15.51,17.19,18390516.2,[]
VIA VAREJO,VVAR3,12.13,15.74,5.6,476595590.1,[]
EMPREENDIMENTOS PAGUE MENOS S.A.,PGMN3,10.68,15.83,4.69,11098989.97,[]
ECORODOVIAS,ECOR3,12.03,15.9,21.64,56774947.5,[]
KLABIN,KLBN3,5.8,15.93,25.45,1765198.87,[]
KLABIN,KLBN4,5.26,15.93,25.45,8873081.87,[]
MOVIDA,MOVI3,16.35,16.26,17.39,35023364.87,[]
LOCAMERICA,LCAM3,24.42,16.43,17.05,60463988.37,[]
ATOM EMPREENDIMENTOS,ATOM3,8.6,16.72,32.02,6183016.6,[]
MRV ENGENHARIA E PARTICIPAÇÕES,MRVE3,17.37,16.75,10.74,68225152.13,[]
TUPY,TUPY3,24.91,16.88,5.65,38400720.27,[]
COELCE,COCE5,56.7,17.3,6.4,936076.57,[]
MULTIPLAN,MULT3,24.21,17.43,92.51,131582135.27,[]
FLEURY,FLRY3,26.22,17.51,18.04,47721832.37,[]
MAHLE-METAL LEVE,LEVE3,26.87,17.6,8.06,15441906.37,[]
FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A,POWE3,15.4,17.63,6.46,2411216.93,[]
OURO FINO SAÚDE ANIMAL,OFSA3,36.69,17.73,15.28,1466451.93,[]
M.DIAS BRANCO,MDIA3,26.4,17.75,7.44,45071110.93,[]
INDÚSTRIAS ROMI,ROMI3,27.24,17.84,12.38,50825844.8,[]
BR PROPERTIES,BRPR3,8.9,17.88,108.2,13341263.43,[]
SUZANO S.A.,SUZB3,65.15,18.07,27.72,459746010.0,[]
HYPERA,HYPE3,33.73,18.39,32.2,102896412.8,[]
ALIANSCSONAE,ALSO3,27.45,18.46,40.15,41312337.43,[]
ULTRAPAR PARTICIPAÇÕES,UGPA3,19.96,18.84,2.23,108003069.2,[]
GRUPO MATEUS S.A.,GMAT3,7.84,18.85,7.02,37381579.97,[]
INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA,INTB3,25.4,19.2,17.62,29751946.77,[]
GRENDENE,GRND3,9.55,19.23,17.84,21808007.13,[]
ALLIED TECNOLOGIA S.A.,ALLD3,18.42,19.44,4.78,1883482.04,[]
ORIZON VALORIZACAO DE RESIDUOS S.A.,ORVR3,23.7,19.49,26.35,5673278.23,[]
DURATEX,DTEX3,20.88,19.53,12.88,48737021.97,[]
PORTOBELLO,PTBL3,12.08,19.62,8.68,50503903.53,[]
CCR,CCRO3,13.38,20.01,20.58,165816982.83,[]
RNI NEGÓCIOS IMOBILIÁRIOS,RDNI3,10.81,20.19,11.61,694591.5,[]
JSL S.A.,JSLG3,11.2,20.91,17.87,4481456.73,[]
LOJAS QUERO-QUERO S/A,LJQQ3,19.9,21.4,10.09,29632912.6,[]
CEB,CEBR6,205.63,21.56,51.47,366751.93,[]
CEB,CEBR3,193.0,21.56,51.47,804109.93,[]
AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBP3,28.12,21.62,18.4,11578209.53,[]
COSAN,CSAN3,22.34,21.72,17.98,185897373.1,[]
OMEGA GERAÇÃO,OMGE3,37.01,22.44,43.24,30032738.07,[]
ENEVA,ENEV3,16.54,23.35,34.43,120256157.13,[]
EZ TEC,EZTC3,32.36,23.57,28.41,65852581.93,[]
LOCALIZA,RENT3,58.79,24.82,20.13,305644152.1,[]
CAMBUCI,CAMB3,5.2,25.06,7.73,710583.33,[]
IGUATEMI EMPRESA DE SHOPPING CENTERS,IGTA3,41.7,25.75,52.11,100434872.5,[]
RUMO,RAIL3,20.95,26.16,27.97,166515094.57,[]
BEMOBI MOBILE TECH S.A.,BMOB3,19.35,27.4,42.06,22072208.83,[]
SPRINGS,SGPS3,11.37,27.53,3.2,1727858.0,[]
HBR REALTY EMPREENDIMENTOS IMOBILIARIOS,HBRE3,16.0,27.68,113.07,2643700.9,[]
VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP.,VAMO3,45.85,28.71,24.23,23852676.83,[]
VIVARA,VIVA3,26.48,29.78,19.58,21542447.87,[]
LOJAS AMERICANAS,LAME3,18.14,30.82,5.44,83005315.47,[]
LOJAS AMERICANAS,LAME4,19.44,30.82,5.44,269191942.9,[]
OCEANPACT SERVICOS MARITIMOS S.A.,OPCT3,7.9,31.2,11.06,11560796.8,[]
AMPLA ENERGIA E SERVICOS,CBEE3,23.45,32.42,3.9,216496.19,[]
DIMED,PNVL4,18.69,33.06,3.27,324175.53,[]
DIMED,PNVL3,18.68,33.06,3.27,17183643.17,[]
AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A,AERI3,8.52,34.01,9.3,36746307.6,[]
SENDAS DISTRIBUIDORA S.A.,ASAI3,86.68,34.7,4.68,129082541.93,[]
CRUZEIRO DO SUL EDUCACIONAL S.A.,CSED3,13.4,35.68,9.77,4355159.87,[]
NOTRE DAME INTERMEDICA,GNDI3,81.62,36.3,12.94,335731800.07,[]
PADTEC HOLDING S.A.,PDTC3,8.0,36.54,10.49,3520427.2,[]
YDUQS,YDUQ3,31.76,36.59,9.25,73720431.23,[]
NEOGRID PARTICIPACOES S.A.,NGRD3,6.81,38.11,16.52,22860108.93,[]
COTEMINAS,CTNM4,6.14,38.22,2.13,237552.1,[]
TOTVS,TOTS3,31.01,39.4,15.98,136091041.47,[]
MARCOPOLO,POMO3,2.51,39.6,2.58,605011.03,[]
MARCOPOLO,POMO4,2.73,39.6,2.58,14570845.0,[]
HIDROVIAS DO BRASIL S.A.,HBSA3,6.76,39.82,13.86,19058059.03,[]
HELBOR,HBOR3,8.82,40.65,5.46,18767921.3,[]
ANIMA,ANIM3,11.85,40.83,8.31,25921633.8,[]
WEG,WEGE3,32.1,41.56,16.94,355436889.03,[]
BLAU FARMACÊUTICA S.A.,BLAU3,42.49,41.86,35.08,20794271.63,[]
Mosaico Tecnologia ao Consumidor S.A.,MOSI3,21.6,43.91,27.01,29237918.3,[]
HAPVIDA,HAPV3,14.74,44.47,14.81,163969052.03,[]
LOJAS RENNER,LREN3,43.75,46.69,11.37,461165728.23,[]
RAIA DROGASIL,RADL3,25.88,47.52,4.56,135720062.87,[]
SANTOS BRASIL,STBP3,7.98,52.32,11.7,51966674.0,[]
B3,B3SA3,53.55,52.97,61.43,643937609.03,[]
ALPARGATAS,ALPA4,45.7,52.98,13.11,73182056.8,[]
CIA HERING,HGTX3,29.45,56.79,7.56,151313197.13,[]
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,DMVF3,9.03,57.45,0.66,2534984.07,[]
VULCABRAS,VULC3,8.47,61.4,3.08,4645156.13,[]
MPM CORPÓREOS S.A.,ESPA3,16.5,63.83,13.16,19529655.13,[]
PET CENTER COMERCIO E PARTICIPACOES S.A.,PETZ3,21.67,71.74,7.51,83019144.1,[]
BOA VISTA SERVIÇOS S.A.,BOAS3,12.22,84.26,9.91,12591094.1,[]
SEQUOIA LOGISTICA E TRANSPORTES S.A,SEQL3,23.56,89.58,3.48,27552885.27,[]
AREZZO&CO,ARZZ3,83.84,91.48,5.79,60330220.13,[]
NATURA &CO HOLDING S.A.,NTCO3,49.34,92.96,2.14,310602824.87,[]
REDE D OR SÃO LUIZ S.A.,RDOR3,73.7,94.39,11.67,126322037.07,[]
SINQIA,SQIA3,21.56,112.9,5.62,12628528.77,[]
MILLS,MILS3,8.3,146.03,2.67,19175433.63,[]
MÉLIUZ S.A.,CASH3,35.99,148.14,22.71,106794609.73,[]
MAGAZINE LUIZA,MGLU3,19.15,149.46,2.83,524266273.47,[]
DASA,DASA3,58.9,216.75,2.37,25785129.97,[]
B2W DIGITAL,BTOW3,59.31,242.63,1.12,268633216.37,[]
CEDRO TÊXTIL,CEDO4,6.16,243.44,0.18,323539.9,[]
LOCAWEB SERVIÇOS DE INTERNET S.A.,LWSA3,22.82,296.22,9.05,241592604.53,[]
TRACK & FIELD CO S.A.,TFCO4,13.6,318.09,15.14,1493243.2,[]
ALLPARK EMPREENDIMENTOS PARTICIPACOES SERVICOS S.A,ALPK3,8.06,366.24,1.26,450772.3,[]
RECRUSUL,RCSL4,1.65,421.22,2.32,5661288.6,[]
RECRUSUL,RCSL3,7.86,421.22,2.32,16883710.47,[]
GAFISA,GFSA3,4.5,464.02,0.41,19923582.17,[]
