Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,12.27,93.51,2.2,11007800.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,17.95,18.19,23.6,337070000.0,FASE OPERACIONAL
AERIS,AERI3,9.5,,,34625500.0,FASE OPERACIONAL
AES BRASIL,AESB3,13.97,-84959.1,,17439300.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,9.36,28.19,55.0,22059.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,32.45,9.79,35.2,38886400.0,FASE OPERACIONAL
PARQUE ANHEMBI,AHEB3,24.88,-5.54,-19.3,8847.0,FASE OPERACIONAL
PARQUE ANHEMBI,AHEB5,20.01,-4.37,-19.3,777.0,FASE OPERACIONAL
PARQUE ANHEMBI,AHEB6,30.0,-6.77,-19.3,566.0,FASE OPERACIONAL
ALLIED,ALLD3,18.5,5.8,6.3,1672670.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,40.45,35.86,18.3,158863.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,47.29,42.1,18.3,76098600.0,FASE OPERACIONAL
ESTAPAR,ALPK3,8.13,61.09,8.7,384923.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,30.0,28.37,39.4,42153500.0,FASE OPERACIONAL
ALUPAR,ALUP11,27.41,4.01,58.5,27701300.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.92,3.96,58.5,209940.0,FASE OPERACIONAL
ALUPAR,ALUP4,9.09,4.0,58.5,258600.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,7.72,62.06,2.6,47977000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,32.49,24.11,17.6,11599200.0,FASE OPERACIONAL
ANIMA,ANIM3,12.6,21.31,16.7,24038400.0,FASE OPERACIONAL
ALPER S.A.,APER3,52.45,,,5537110.0,FASE PRÉ-OPERACIONAL
AREZZO CO,ARZZ3,88.63,101.41,5.1,54723800.0,FASE OPERACIONAL
ASSAI,ASAI3,89.45,11.6,7.6,124679000.0,FASE OPERACIONAL
ATMASA,ATMP3,9.06,-14.07,-3.6,1904300.0,FASE OPERACIONAL
ATOMPAR,ATOM3,8.37,12.63,34.9,4716180.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,25.9,-10.41,-46.6,191904.0,FASE OPERACIONAL
