Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,11.43,88.9,2.2,10001300.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,17.85,18.09,23.6,332839000.0,FASE OPERACIONAL
AERIS,AERI3,9.1,,,34218200.0,FASE OPERACIONAL
AES BRASIL,AESB3,14.2,-85730.5,,16948000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,9.38,28.26,55.0,24273.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,31.5,9.53,35.2,36587700.0,FASE OPERACIONAL
PARQUE ANHEMBI,AHEB3,22.99,-5.08,-19.3,7077.0,FASE OPERACIONAL
PARQUE ANHEMBI,AHEB5,20.21,-4.41,-19.3,695.0,FASE OPERACIONAL
PARQUE ANHEMBI,AHEB6,30.0,-6.77,-19.3,540.0,FASE OPERACIONAL
ALLIED,ALLD3,18.5,5.8,6.3,1471710.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,40.48,35.89,18.3,156439.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,47.03,41.87,18.3,74978800.0,FASE OPERACIONAL
ESTAPAR,ALPK3,8.25,61.56,8.7,379236.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,30.03,28.39,39.4,41228300.0,FASE OPERACIONAL
ALUPAR,ALUP11,27.14,3.99,58.5,27360600.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.95,3.97,58.5,204813.0,FASE OPERACIONAL
ALUPAR,ALUP4,9.11,4.0,58.5,256178.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,7.37,60.3,2.6,44919500.0,FASE OPERACIONAL
AMBIPAR,AMBP3,31.1,23.02,17.6,11050100.0,FASE OPERACIONAL
ANIMA,ANIM3,12.61,21.32,16.7,24918000.0,FASE OPERACIONAL
ALPER S.A.,APER3,51.98,,,5629070.0,FASE PRÉ-OPERACIONAL
AREZZO CO,ARZZ3,89.03,101.86,5.1,53730500.0,FASE OPERACIONAL
ASSAI,ASAI3,89.09,11.56,7.6,123295000.0,FASE OPERACIONAL
ATMASA,ATMP3,9.0,-14.02,-3.6,1809900.0,FASE OPERACIONAL
ATOMPAR,ATOM3,8.18,12.31,34.9,5238610.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,25.9,-10.41,-46.6,217961.0,FASE OPERACIONAL
AZEVEDO & TRAVASSOS,AZEV3,7.09,-30.31,-17.7,1100830.0,FASE OPERACIONAL
AZEVEDO & TRAVASSOS,AZEV4,6.1,-26.07,-17.7,2197880.0,FASE OPERACIONAL
AZUL,AZUL4,42.86,-16.25,-26.2,280864000.0,FASE OPERACIONAL
B3,B3SA3,17.48,16.13,62.2,635980000.0,FASE OPERACIONAL
BAHEMA,BAHI3,75.0,40.41,1.4,40500.0,FASE OPERACIONAL
BAUMER,BALM3,18.7,7.67,13.2,40293.0,FASE OPERACIONAL
BAUMER,BALM4,18.0,7.36,13.2,67730.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,87.0,44.1,5.2,46875.0,FASE OPERACIONAL
BR Brokers,BBRK3,1.78,-3.63,-28.6,2711000.0,FASE OPERACIONAL
BAEDELLA,BDLL3,10.75,-6.73,-231.3,145720.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BAEDELLA,BDLL4,10.04,-6.7,-231.3,115310.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
Minerva,BEEF3,9.87,5.64,9.1,111283000.0,FASE OPERACIONAL
BIOMM SA,BIOM3,16.1,-21.5,-87.4,368464.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,10.76,-7.18,-20.6,26403500.0,FASE OPERACIONAL
BLAU,BLAU3,46.3,19.57,35.1,12251800.0,FASE OPERACIONAL
MONARK,BMKS3,248.2,15.35,-9.1,21470.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,23.25,14.07,34.1,24104900.0,FASE OPERACIONAL
BOA VISTA,BOAS3,10.01,37.34,17.6,13417900.0,FASE OPERACIONAL
BOMBRIL SA,BOBR4,2.33,12.24,6.5,445437.0,FASE OPERACIONAL
BRADESPAR S/A,BRAP3,60.53,-971.9,,3283090.0,FASE OPERACIONAL
BRADESPAR S/A,BRAP4,69.92,-1132.11,,190345000.0,FASE OPERACIONAL
PETROBRAS BR,BRDT3,25.57,14.16,2.9,199343000.0,FASE OPERACIONAL
BRF Foods,BRFS3,25.75,12.45,7.0,259975000.0,FASE OPERACIONAL
BRASKEM,BRKM3,51.15,5.06,19.2,1655750.0,FASE OPERACIONAL
BRASKEM,BRKM5,51.74,5.09,19.2,225048000.0,FASE OPERACIONAL
BRASKEM,BRKM6,43.4,4.59,19.2,9787.0,FASE OPERACIONAL
BR MALLS PARTICIPAÇÔES S/A,BRML3,11.3,26.32,53.8,166280000.0,FASE OPERACIONAL
BR PROPERTIES,BRPR3,9.47,29.14,69.4,13835900.0,FASE OPERACIONAL
B2W - COMPANHIA GLOBAL DO VAREJO,BTOW3,59.89,93.76,2.9,237902000.0,FASE OPERACIONAL
APABA,BTTL3,18.56,9.18,5.7,316041.0,FASE OPERACIONAL
PENALTY,CAMB3,5.58,47.62,4.3,572818.0,FASE OPERACIONAL
CAMIL,CAML3,9.9,8.2,8.0,15344400.0,FASE OPERACIONAL
CSU CARDSYST,CARD3,24.68,14.74,15.8,9701690.0,FASE OPERACIONAL
MELIUZ,CASH3,39.7,201.12,16.4,103520000.0,FASE OPERACIONAL
AMPLA ENERG,CBEE3,25.06,38.07,3.4,135251.0,FASE OPERACIONAL
CYRELA COMMERCIAL PROPERTIES SA EMP PART,CCPR3,12.32,12.44,49.8,5593360.0,FASE OPERACIONAL
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,13.86,14.06,26.9,169722000.0,FASE OPERACIONAL
CEA MODAS,CEAB3,13.89,-11.95,-9.6,29316000.0,FASE OPERACIONAL
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,192.78,2.52,-29.5,788624.0,FASE OPERACIONAL
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,203.9,4.14,-29.5,75311.0,FASE OPERACIONAL
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,194.0,2.69,-29.5,294963.0,FASE OPERACIONAL
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,10.11,7.96,5.8,34057.0,FASE OPERACIONAL
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,6.27,6.96,5.8,256556.0,FASE OPERACIONAL
COELBA,CEEB3,40.7,9.22,17.3,68104.0,FASE OPERACIONAL
CEEE-D,CEED3,60.7,-5.35,-8.1,29357.0,FASE OPERACIONAL
CEEE-D,CEED4,59.0,-5.29,-8.1,3787.0,FASE OPERACIONAL
CEG,CEGR3,60.0,27.3,19.3,10543.0,FASE OPERACIONAL
CELPE,CEPE5,27.9,9.17,10.8,36856.0,FASE OPERACIONAL
CELPE,CEPE6,28.5,9.23,10.8,6737.0,FASE OPERACIONAL
CESP CIA ENERGETICA SAO PAULO,CESP3,28.15,17.91,28.3,353579.0,FASE OPERACIONAL
CESP CIA ENERGETICA SAO PAULO,CESP5,37.66,23.38,28.3,32590.0,FASE OPERACIONAL
CESP CIA ENERGETICA SAO PAULO,CESP6,24.27,15.68,28.3,57544700.0,FASE OPERACIONAL
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,150.0,13.38,22.3,15205.0,FASE OPERACIONAL
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,161.0,14.17,22.3,290668.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA3,33.0,10.27,10.9,39045.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA4,32.22,9.96,10.9,526837.0,FASE OPERACIONAL
CIELO,CIEL3,4.18,21.17,11.6,111672000.0,FASE OPERACIONAL
CELESC,CLSC3,70.02,5.18,7.7,18753.0,FASE OPERACIONAL
CELESC,CLSC4,68.25,5.09,7.7,412309.0,FASE OPERACIONAL
CEMIG,CMIG3,16.5,7.49,18.8,9506670.0,FASE OPERACIONAL
CEMIG,CMIG4,13.7,6.53,18.8,125051000.0,FASE OPERACIONAL
CSNMINERACAO,CMIN3,9.32,5.0,55.0,114930000.0,FASE OPERACIONAL
CIA ENERG CEARA - COELCE,COCE3,70.0,22.6,6.0,3580.0,FASE OPERACIONAL
CIA ENERG CEARA - COELCE,COCE5,55.98,19.57,6.0,1080280.0,FASE OPERACIONAL
COGNA,COGN3,4.26,-26.02,-11.4,175675000.0,FASE OPERACIONAL
CPFL ENERGIA S.A.,CPFE3,29.01,8.7,17.1,67978700.0,FASE OPERACIONAL
COPEL,CPLE3,5.84,5.15,22.6,11616800.0,FASE OPERACIONAL
COPEL,CPLE6,6.47,5.54,22.6,75055700.0,FASE OPERACIONAL
CR2,CRDE3,24.99,-4.5,-457.5,15129.0,FASE OPERACIONAL
CARREFOUR BR,CRFB3,21.91,10.38,6.8,88937100.0,FASE OPERACIONAL
CRISTAL,CRPG3,62.03,7.75,22.6,2731.0,FASE OPERACIONAL
CRISTAL,CRPG5,71.28,9.2,22.6,894807.0,FASE OPERACIONAL
CRISTAL,CRPG6,66.51,8.46,22.6,274151.0,FASE OPERACIONAL
COSAN SA INDUSTRIA E COMERCIO,CSAN3,21.92,36.17,13.7,176104000.0,FASE OPERACIONAL
CRUZEIRO EDU,CSED3,13.85,26.08,11.4,5586200.0,FASE OPERACIONAL
COPASA MG,CSMG3,17.14,6.85,24.7,36554500.0,FASE OPERACIONAL
CSN,CSNA3,44.64,6.08,34.9,564756000.0,FASE OPERACIONAL
COSERN,CSRN3,16.8,8.8,17.1,49253.0,FASE OPERACIONAL
COSERN,CSRN5,16.69,8.77,17.1,13600.0,FASE OPERACIONAL
COSERN,CSRN6,16.0,8.53,17.1,14100.0,FASE OPERACIONAL
KARSTEN,CTKA3,30.07,25.61,6.7,24580.0,FASE OPERACIONAL
KARSTEN,CTKA4,27.7,25.07,6.7,119205.0,FASE OPERACIONAL
COTEMINAS,CTNM3,11.12,11.13,7.0,5799.0,FASE OPERACIONAL
COTEMINAS,CTNM4,6.2,10.12,7.0,203344.0,FASE OPERACIONAL
SANTANENSE,CTSA3,2.5,37.07,2.7,114947.0,FASE OPERACIONAL
SANTANENSE,CTSA4,2.01,33.07,2.7,86587.0,FASE OPERACIONAL
CURY S/A,CURY3,9.49,9.67,21.5,11630800.0,FASE OPERACIONAL
CVC BRASIL,CVCB3,24.93,-8.65,-160.0,141912000.0,FASE OPERACIONAL
CYRELA BRAZIL REALTY,CYRE3,23.7,16.68,15.1,136456000.0,FASE OPERACIONAL
DIAGNOSTICOS DA AMERICA SA,DASA3,57.85,241.3,1.9,20685200.0,FASE OPERACIONAL
Direcional Engenharia,DIRR3,13.24,7.45,17.6,18636200.0,FASE OPERACIONAL
DOMMO,DMMO3,0.88,-7.67,-12.1,7905940.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
D1000VFARMA,DMVF3,9.37,5.9,7.5,2488610.0,FASE OPERACIONAL
DOHLER,DOHL3,29.1,34.69,10.8,10584.0,FASE OPERACIONAL
DOHLER,DOHL4,6.45,7.06,10.8,173403.0,FASE OPERACIONAL
DTCOM,DTCY3,9.63,-78.0,-11.1,86858.0,FASE OPERACIONAL
DURATEX,DTEX3,20.66,16.08,15.5,49540900.0,FASE OPERACIONAL
ELECTRO AÇO ALTONA S/A,EALT3,15.4,14.23,10.8,36710.0,FASE OPERACIONAL
ELECTRO AÇO ALTONA S/A,EALT4,6.9,7.55,10.8,473557.0,FASE OPERACIONAL
ECORODOVIAS,ECOR3,12.48,8.13,42.6,52304700.0,FASE OPERACIONAL
CEEE,EEEL3,520.0,10.48,35.9,3535.0,FASE OPERACIONAL
CEEE,EEEL4,600.0,12.11,35.9,0.0,FASE OPERACIONAL
ENGIE BRASIL,EGIE3,39.98,8.44,42.8,63162400.0,FASE OPERACIONAL
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,33.05,8.45,16.3,1262.0,FASE OPERACIONAL
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,26.75,7.41,16.3,72508.0,FASE OPERACIONAL
ELETROBRÁS,ELET3,43.13,27.4,11.7,252916000.0,FASE OPERACIONAL
ELETROBRÁS,ELET5,64.0,36.66,11.7,14346.0,FASE OPERACIONAL
ELETROBRÁS,ELET6,42.93,27.31,11.7,110552000.0,FASE OPERACIONAL
