Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,14.35,18.56,10.90,17120000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,17.89,13.71,27.80,381390000.0,FASE OPERACIONAL
AERIS,AERI3,7.71,34.46,7.06,20390000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.37,106.31,8.30,24040000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.65,25.36,53.41,4960.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,28.2,5.21,32.47,22370000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,7.65,40.31,1.36,994040.0,FASE OPERACIONAL
SPTURIS,AHEB3,25.0,-6.76,-15.75,3080.0,FASE OPERACIONAL
SPTURIS,AHEB5,20.0,-6.76,-15.75,28715.0,FASE OPERACIONAL
ALLIED,ALLD3,16.56,3.5,8.87,9460000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,34.41,36.29,14.25,110640.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,41.25,36.29,14.25,123490000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,5.04,-80.36,-4.53,169700.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,20.95,23.82,33.73,27970000.0,FASE OPERACIONAL
ALUPAR,ALUP11,24.62,3.31,71.60,20770000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.06,3.31,71.60,642800.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.36,3.31,71.60,656920.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,4.53,-158.17,-0.62,29900000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,40.21,29.57,18.23,85610000.0,FASE OPERACIONAL
AMERICANAS,AMER3,35.18,179.8,1.40,248500000.0,FASE OPERACIONAL
ANIMA,ANIM3,6.99,33.34,12.33,27610000.0,FASE OPERACIONAL
ALPER S.A.,APER3,34.35,96.89,3.39,3520000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,25.86,133.49,36.62,13210000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,76.25,18.81,16.90,61220000.0,FASE OPERACIONAL
ASSAI,ASAI3,15.5,9.8,6.50,212780000.0,FASE OPERACIONAL
ATMASA,ATMP3,4.15,-4.21,-8.76,224450.0,FASE OPERACIONAL
ATOMPAR,ATOM3,3.65,9.21,21.77,153070.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,31.1,-6.19,-63.77,131990.0,FASE OPERACIONAL
AZEVEDO,AZEV3,4.05,1.33,395.24,924190.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.38,1.33,395.24,3610000.0,FASE OPERACIONAL
AZUL,AZUL4,27.78,-12.54,-19.48,173720000.0,FASE OPERACIONAL
BAHEMA,BAHI3,14.01,-18.28,-5.47,36630.0,FASE OPERACIONAL
BAUMER,BALM3,15.8,10.39,8.25,3360.0,FASE OPERACIONAL
BAUMER,BALM4,13.68,10.39,8.25,26730.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,83.85,20.03,11.24,18160.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.47,-0.89,-78.69,3280000.0,FASE OPERACIONAL
BARDELLA,BDLL3,10.4,-5.61,-227.65,13100.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,10.61,-5.61,-227.65,5690.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,10.4,6.19,7.71,87280000.0,FASE OPERACIONAL
BIOMM,BIOM3,13.68,-17.59,-67.85,129790.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,8.1,-9.45,-10.43,20330000.0,FASE OPERACIONAL
BLAU,BLAU3,37.0,12.83,35.33,15390000.0,FASE OPERACIONAL
BIC MONARK,BMKS3,232.8,-34.71,3.85,90710.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,14.01,5.46,34.88,18960000.0,FASE OPERACIONAL
BOMBRIL,BOBR4,1.75,3.93,14.71,115410.0,FASE OPERACIONAL
BRADESPAR,BRAP3,43.39,3.34,,10020000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,45.8,3.34,,152440000.0,FASE OPERACIONAL
BRF SA,BRFS3,23.54,11.82,6.67,153490000.0,FASE OPERACIONAL
BRISANET,BRIT3,6.9,45.02,14.21,6100000.0,FASE OPERACIONAL
BRASKEM,BRKM3,54.02,2.68,24.39,545560.0,FASE OPERACIONAL
BRASKEM,BRKM5,56.3,2.68,24.39,181980000.0,FASE OPERACIONAL
