Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,13.18,17.42,10.90,16310000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,16.1,12.82,28.38,405410000.0,FASE OPERACIONAL
AERIS,AERI3,8.42,32.31,8.06,29420000.0,FASE OPERACIONAL
AES BRASIL,AESB3,14.54,77.19,24.35,13560000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.85,26.43,56.15,18200.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,28.5,6.9,32.29,18290000.0,FASE OPERACIONAL
SPTURIS,AHEB3,25.25,-6.83,-15.75,2320.0,FASE OPERACIONAL
SPTURIS,AHEB5,21.0,-6.83,-15.75,41574.0,FASE OPERACIONAL
SPTURIS,AHEB6,51.5,-6.83,-15.75,23769.0,FASE OPERACIONAL
ALLIED,ALLD3,25.57,5.16,8.87,16110000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,47.99,55.72,13.20,178070.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,55.45,55.72,13.20,112870000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,6.1,-87.21,-4.53,279570.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,23.67,26.47,33.73,34930000.0,FASE OPERACIONAL
ALUPAR,ALUP11,25.25,3.37,65.89,20490000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.25,3.37,65.89,152350.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.43,3.37,65.89,197240.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,5.78,-21.93,-5.35,56240000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,63.1,43.47,18.23,70250000.0,FASE OPERACIONAL
AMERICANAS,AMER3,39.5,200.76,1.40,151520000.0,FASE OPERACIONAL
ANIMA,ANIM3,9.29,37.7,12.33,31160000.0,FASE OPERACIONAL
ALPER S.A.,APER3,43.33,-197.85,-3.21,5970000.0,FASE PRÉ-OPERACIONAL
AREZZO CO,ARZZ3,83.16,22.77,17.47,53820000.0,FASE OPERACIONAL
ASSAI,ASAI3,18.18,12.11,6.18,145210000.0,FASE OPERACIONAL
ATMASA,ATMP3,5.23,-4.53,-8.76,503610.0,FASE OPERACIONAL
ATOMPAR,ATOM3,4.86,7.82,31.96,453230.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,30.3,-6.11,-63.77,217930.0,FASE OPERACIONAL
AZEVEDO,AZEV3,5.91,1.96,395.24,1340000.0,FASE OPERACIONAL
AZEVEDO,AZEV4,5.0,1.96,395.24,7120000.0,FASE OPERACIONAL
AZUL,AZUL4,34.92,-14.56,-19.48,162230000.0,FASE OPERACIONAL
B3,B3SA3,13.81,11.69,63.19,583690000.0,FASE OPERACIONAL
BAHEMA,BAHI3,13.94,-15.63,-5.47,76480.0,FASE OPERACIONAL
BAUMER,BALM3,16.56,12.25,8.25,8860.0,FASE OPERACIONAL
BAUMER,BALM4,17.5,12.25,8.25,68630.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,87.98,21.05,11.24,19450.0,FASE OPERACIONAL
BR BROKERS,BBRK3,2.07,-1.34,-78.69,11680000.0,FASE OPERACIONAL
BARDELLA,BDLL3,10.56,-5.62,-227.65,39860.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,11.0,-5.62,-227.65,63850.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,9.05,5.55,8.07,64050000.0,FASE OPERACIONAL
BIOMM,BIOM3,13.95,-17.9,-67.85,146040.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,8.61,-7.62,-14.55,20390000.0,FASE OPERACIONAL
BLAU,BLAU3,51.44,18.06,36.11,15070000.0,FASE OPERACIONAL
BIC MONARK,BMKS3,236.48,-32.86,3.85,94110.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,19.2,10.03,34.88,20070000.0,FASE OPERACIONAL
BOA VISTA,BOAS3,12.1,61.57,12.49,10720000.0,FASE OPERACIONAL
BOMBRIL,BOBR4,2.05,4.15,14.71,571870.0,FASE OPERACIONAL
BRADESPAR,BRAP3,54.75,3.85,,3290000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,60.2,3.85,,148760000.0,FASE OPERACIONAL
PETROBRAS BR,BRDT3,25.44,6.8,5.33,375700000.0,FASE OPERACIONAL
BRF SA,BRFS3,24.14,11.98,6.67,133050000.0,FASE OPERACIONAL
BRASKEM,BRKM3,63.9,4.44,19.50,778110.0,FASE OPERACIONAL
BRASKEM,BRKM5,67.2,4.44,19.50,161150000.0,FASE OPERACIONAL
BRASKEM,BRKM6,40.9,4.44,19.50,1870.0,FASE OPERACIONAL
BR MALLS PAR,BRML3,8.66,25.43,42.03,140090000.0,FASE OPERACIONAL
BR PROPERT,BRPR3,8.71,15.2,123.18,20060000.0,FASE OPERACIONAL
CAMBUCI,CAMB3,3.93,7.54,17.13,519970.0,FASE OPERACIONAL
CAMIL,CAML3,9.09,7.65,7.62,12520000.0,FASE OPERACIONAL
CSU CARDSYST,CARD3,20.11,10.38,17.38,9310000.0,FASE OPERACIONAL
MELIUZ,CASH3,5.93,24.06,10.77,239680000.0,FASE OPERACIONAL
AMPLA ENERG,CBEE3,23.4,104.23,1.16,18940.0,FASE OPERACIONAL
CYRE COM-CCP,CCPR3,10.16,9.96,53.02,3270000.0,FASE OPERACIONAL
CCR SA,CCRO3,11.78,12.1,27.20,118630000.0,FASE OPERACIONAL
CEA MODAS,CEAB3,8.74,67.6,0.98,24270000.0,FASE OPERACIONAL
CEB,CEBR3,168.0,0.56,658.33,166920.0,FASE OPERACIONAL
CEB,CEBR5,166.0,0.56,658.33,81640.0,FASE OPERACIONAL
CEB,CEBR6,170.0,0.56,658.33,80910.0,FASE OPERACIONAL
CEDRO,CEDO3,8.0,6.6,5.01,13400.0,FASE OPERACIONAL
CEDRO,CEDO4,5.94,6.6,5.01,86240.0,FASE OPERACIONAL
COELBA,CEEB3,41.8,8.32,17.69,75920.0,FASE OPERACIONAL
