Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,16.15,17.66,12.33,13850000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,14.41,10.88,27.80,336000000.0,FASE OPERACIONAL
AERIS,AERI3,6.08,27.78,7.06,13400000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.48,105.52,8.41,11020000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.6,25.21,53.41,5530.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,27.94,5.36,31.65,18010000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,11.94,19.19,2.79,801540.0,FASE OPERACIONAL
SPTURIS,AHEB3,27.5,-6.16,-19.49,3070.0,FASE OPERACIONAL
SPTURIS,AHEB5,22.0,-6.16,-19.49,24457.0,FASE OPERACIONAL
SPTURIS,AHEB6,51.5,-6.16,-19.49,0.0,FASE OPERACIONAL
ALLIED,ALLD3,14.4,2.67,8.39,3370000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,23.99,23.55,14.25,80270.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,25.83,23.55,14.25,94490000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,4.69,-294.15,-1.08,96150.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,21.8,20.49,37.03,31890000.0,FASE OPERACIONAL
ALUPAR,ALUP11,25.27,3.36,71.60,20240000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.36,3.36,71.60,88550.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.49,3.36,71.60,106290.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,3.22,-152.81,-0.62,27960000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,38.3,22.6,17.76,39320000.0,FASE OPERACIONAL
AMERICANAS,AMER3,32.15,74.42,2.55,225750000.0,FASE OPERACIONAL
ANIMA,ANIM3,8.07,25.43,13.81,24790000.0,FASE OPERACIONAL
ALPER S.A.,APER3,32.29,89.66,3.39,1680000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,20.83,78.97,33.85,16870000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,82.3,22.25,16.90,75760000.0,FASE OPERACIONAL
ASSAI,ASAI3,12.9,8.48,6.50,127930000.0,FASE OPERACIONAL
ATMASA,ATMP3,2.78,-3.9,-8.65,162020.0,FASE OPERACIONAL
ATOMPAR,ATOM3,3.38,8.35,21.77,152340.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,29.99,-5.95,-83.77,463340.0,FASE OPERACIONAL
AZEVEDO,AZEV3,3.79,1.06,296.26,306670.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.13,1.06,296.26,1650000.0,FASE OPERACIONAL
AZUL,AZUL4,26.37,-18.07,-10.79,208350000.0,FASE OPERACIONAL
B3,B3SA3,14.13,11.77,62.55,487130000.0,FASE OPERACIONAL
BAHEMA,BAHI3,13.7,-18.09,-5.14,45320.0,FASE OPERACIONAL
BAUMER,BALM3,14.58,8.88,8.76,1730.0,FASE OPERACIONAL
BAUMER,BALM4,11.59,8.88,8.76,5280.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,84.78,25.86,9.20,32750.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.11,-0.63,-71.69,1910000.0,FASE OPERACIONAL
BARDELLA,BDLL3,11.5,-6.2,-385.42,19110.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,9.91,-6.2,-385.42,6200.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,9.04,5.82,7.71,62260000.0,FASE OPERACIONAL
BIOMM,BIOM3,13.9,-18.55,-59.30,155560.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,6.03,-7.36,-10.43,17750000.0,FASE OPERACIONAL
BLAU,BLAU3,32.19,11.02,35.33,12250000.0,FASE OPERACIONAL
B TECH EQI,BLUT3,1.72,-3.59,,228810.0,FASE OPERACIONAL
B TECH EQI,BLUT4,0.9,-3.59,,386500.0,FASE OPERACIONAL
BIC MONARK,BMKS3,230.0,-35.04,4.64,10840.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,15.16,6.11,32.96,13750000.0,FASE OPERACIONAL
BOA VISTA,BOAS3,5.7,9.25,28.76,7850000.0,FASE OPERACIONAL
BOMBRIL,BOBR3,1.0,4.11,13.51,0.0,FASE OPERACIONAL
BOMBRIL,BOBR4,1.55,4.11,13.51,69300.0,FASE OPERACIONAL
BRADESPAR,BRAP3,25.77,1.55,,8850000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,28.75,1.55,,192540000.0,FASE OPERACIONAL
BR PARTNERS,BRBI11,17.8,,12.58,3060000.0,FASE OPERACIONAL
BRF SA,BRFS3,18.75,12.84,6.29,199830000.0,FASE OPERACIONAL
BRISANET,BRIT3,4.49,19.77,13.83,3120000.0,FASE OPERACIONAL
BRASKEM,BRKM3,50.78,2.58,24.39,2420000.0,FASE OPERACIONAL
BRASKEM,BRKM5,54.09,2.58,24.39,199090000.0,FASE OPERACIONAL
BRASKEM,BRKM6,33.69,2.58,24.39,1830.0,FASE OPERACIONAL
BR MALLS PAR,BRML3,9.26,24.77,41.45,177140000.0,FASE OPERACIONAL
BR PROPERT,BRPR3,7.27,13.3,120.84,13720000.0,FASE OPERACIONAL
CONST A LIND,CALI3,98.18,4.91,20.55,0.0,FASE OPERACIONAL
CONST A LIND,CALI4,50.0,4.91,20.55,0.0,FASE OPERACIONAL
CAMBUCI,CAMB3,4.58,8.71,14.91,119530.0,FASE OPERACIONAL
CAMIL,CAML3,9.08,9.36,6.49,16880000.0,FASE OPERACIONAL
CSU CARDSYST,CARD3,13.53,6.56,17.60,3590000.0,FASE OPERACIONAL
MELIUZ,CASH3,2.88,-192.06,-4.36,157290000.0,FASE OPERACIONAL
CBA,CBAV3,17.4,16.81,9.48,30450000.0,FASE OPERACIONAL
AMPLA ENERG,CBEE3,23.01,-162.84,-0.70,7310.0,FASE OPERACIONAL
CCR SA,CCRO3,12.42,11.97,28.64,134310000.0,FASE OPERACIONAL
CEA MODAS,CEAB3,5.99,49.6,0.90,18150000.0,FASE OPERACIONAL
CEB,CEBR3,14.85,-0.24,578.99,43290.0,FASE OPERACIONAL
CEB,CEBR5,14.37,-0.24,578.99,16660.0,FASE OPERACIONAL
CEB,CEBR6,14.22,-0.24,578.99,89290.0,FASE OPERACIONAL
CEDRO,CEDO3,7.1,5.12,5.45,8070.0,FASE OPERACIONAL
CEDRO,CEDO4,5.35,5.12,5.45,32580.0,FASE OPERACIONAL
COELBA,CEEB3,33.7,6.93,18.76,65840.0,FASE OPERACIONAL
COELBA,CEEB5,39.0,6.93,18.76,0.0,FASE OPERACIONAL
CEEE-D,CEED3,59.99,-21.46,-5.94,1650.0,FASE OPERACIONAL
CEEE-D,CEED4,55.8,-21.46,-5.94,0.0,FASE OPERACIONAL
CEG,CEGR3,57.99,22.98,17.34,17845.0,FASE OPERACIONAL
CELPE,CEPE3,128.0,14.75,11.00,0.0,FASE OPERACIONAL
CELPE,CEPE5,25.0,14.75,11.00,2840.0,FASE OPERACIONAL
CELPE,CEPE6,26.11,14.75,11.00,8220.0,FASE OPERACIONAL
CESP,CESP3,23.02,6.54,65.10,130880.0,FASE OPERACIONAL
CESP,CESP5,26.1,6.54,65.10,4420.0,FASE OPERACIONAL
CESP,CESP6,23.38,6.54,65.10,44990000.0,FASE OPERACIONAL
COMGAS,CGAS3,130.0,8.38,24.78,50030.0,FASE OPERACIONAL
COMGAS,CGAS5,122.5,8.38,24.78,751450.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA3,38.99,3.49,32.63,55850.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA4,38.25,3.49,32.63,439260.0,FASE OPERACIONAL
CIELO,CIEL3,2.33,2.53,21.74,62070000.0,FASE OPERACIONAL
CLEARSALE,CLSA3,10.8,-181.0,-1.72,17120000.0,FASE OPERACIONAL
CELESC,CLSC3,61.8,3.88,8.06,20640.0,FASE OPERACIONAL
CELESC,CLSC4,64.6,3.88,8.06,578410.0,FASE OPERACIONAL
CEMIG,CMIG3,17.72,4.74,22.04,5450000.0,FASE OPERACIONAL
CEMIG,CMIG4,12.81,4.74,22.04,92720000.0,FASE OPERACIONAL
CSNMINERACAO,CMIN3,7.12,2.91,52.40,56520000.0,FASE OPERACIONAL
COELCE,COCE3,58.92,13.88,7.34,44294.0,FASE OPERACIONAL
COELCE,COCE5,53.75,13.88,7.34,610140.0,FASE OPERACIONAL
COGNA ON,COGN3,2.49,-4.56,-49.27,80220000.0,FASE OPERACIONAL
COR RIBEIRO,CORR4,82.0,2.16,-154.37,0.0,FASE OPERACIONAL
CPFL ENERGIA,CPFE3,28.3,6.92,18.16,97910000.0,FASE OPERACIONAL
COPEL,CPLE11,35.46,4.22,25.40,13900000.0,FASE OPERACIONAL
COPEL,CPLE3,6.5,4.22,25.40,7030000.0,FASE OPERACIONAL
COPEL,CPLE5,31.0,4.22,25.40,1670.0,FASE OPERACIONAL
COPEL,CPLE6,7.23,4.22,25.40,91410000.0,FASE OPERACIONAL
CR2,CRDE3,16.74,-1.48,-815.91,13020.0,FASE OPERACIONAL
CARREFOUR BR,CRFB3,15.8,8.18,6.55,69500000.0,FASE OPERACIONAL
CRISTAL,CRPG3,75.78,7.52,23.31,26226.0,FASE OPERACIONAL
CRISTAL,CRPG5,60.25,7.52,23.31,1340000.0,FASE OPERACIONAL
CRISTAL,CRPG6,62.99,7.52,23.31,23130.0,FASE OPERACIONAL
COSAN,CSAN3,23.31,9.24,36.77,139280000.0,FASE OPERACIONAL
CRUZEIRO EDU,CSED3,5.56,6.96,17.44,5160000.0,FASE OPERACIONAL
COPASA,CSMG3,13.41,6.82,19.34,23400000.0,FASE OPERACIONAL
SID NACIONAL,CSNA3,26.63,2.31,44.08,287230000.0,FASE OPERACIONAL
COSERN,CSRN3,15.15,6.45,18.37,8620.0,FASE OPERACIONAL
COSERN,CSRN5,15.25,6.45,18.37,70268.0,FASE OPERACIONAL
COSERN,CSRN6,16.1,6.45,18.37,35840.0,FASE OPERACIONAL
KARSTEN,CTKA3,27.5,11.94,10.45,69886.0,FASE OPERACIONAL
