Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,16.45,17.91,12.33,14650000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,14.49,10.94,27.80,364710000.0,FASE OPERACIONAL
AERIS,AERI3,6.17,28.14,7.06,13340000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.31,104.71,8.41,12010000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.84,25.94,53.41,4930.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,28.08,5.39,31.65,18370000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,9.84,16.73,2.79,541990.0,FASE OPERACIONAL
SPTURIS,AHEB3,27.5,-6.16,-19.49,3420.0,FASE OPERACIONAL
SPTURIS,AHEB5,22.0,-6.16,-19.49,30611.0,FASE OPERACIONAL
ALLIED,ALLD3,15.2,2.82,8.39,3950000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,27.73,27.54,14.25,80790.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,30.16,27.54,14.25,90170000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,4.15,-280.22,-1.08,84770.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,20.97,19.82,37.03,29700000.0,FASE OPERACIONAL
ALUPAR,ALUP11,24.38,3.29,71.60,20130000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.03,3.29,71.60,87420.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.15,3.29,71.60,101170.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,3.2,-135.27,-0.62,28520000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,36.1,21.64,17.76,40890000.0,FASE OPERACIONAL
AMERICANAS,AMER3,34.18,79.82,2.55,201870000.0,FASE OPERACIONAL
ANIMA,ANIM3,7.43,24.58,13.81,24860000.0,FASE OPERACIONAL
ALPER S.A.,APER3,31.75,87.77,3.39,1620000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,21.57,81.85,33.85,16200000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,74.47,18.39,16.90,66220000.0,FASE OPERACIONAL
ASSAI,ASAI3,11.95,8.01,6.50,124550000.0,FASE OPERACIONAL
ATMASA,ATMP3,3.0,-3.96,-8.65,169260.0,FASE OPERACIONAL
ATOMPAR,ATOM3,3.1,7.47,21.77,135900.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,28.97,-5.86,-83.77,448610.0,FASE OPERACIONAL
AZEVEDO,AZEV3,4.15,1.2,296.26,323090.0,FASE OPERACIONAL
