Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,16.6,18.03,12.33,13740000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,14.85,11.24,27.80,330250000.0,FASE OPERACIONAL
AERIS,AERI3,6.57,29.78,7.06,13170000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.55,105.86,8.41,10950000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,9.06,26.61,53.41,5490.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,29.09,5.61,31.65,17250000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,11.49,18.66,2.79,733160.0,FASE OPERACIONAL
SPTURIS,AHEB3,27.5,-6.16,-19.49,3310.0,FASE OPERACIONAL
SPTURIS,AHEB5,22.0,-6.16,-19.49,24457.0,FASE OPERACIONAL
SPTURIS,AHEB6,51.5,-6.16,-19.49,0.0,FASE OPERACIONAL
ALLIED,ALLD3,15.99,2.98,8.39,3350000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,24.26,24.28,14.25,77710.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,27.07,24.28,14.25,91120000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,4.51,-289.5,-1.08,88240.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,22.42,21.0,37.03,31030000.0,FASE OPERACIONAL
ALUPAR,ALUP11,25.11,3.34,71.60,20070000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.31,3.34,71.60,88600.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.39,3.34,71.60,105220.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,3.55,-160.26,-0.62,27590000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,40.11,23.39,17.76,38210000.0,FASE OPERACIONAL
AMERICANAS,AMER3,31.09,72.24,2.55,219780000.0,FASE OPERACIONAL
ANIMA,ANIM3,8.69,26.27,13.81,24410000.0,FASE OPERACIONAL
ALPER S.A.,APER3,33.43,93.66,3.39,1660000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,22.34,84.84,33.85,15720000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,81.12,19.98,16.90,70860000.0,FASE OPERACIONAL
ASSAI,ASAI3,12.58,8.32,6.50,122860000.0,FASE OPERACIONAL
ATMASA,ATMP3,2.89,-3.93,-8.65,158700.0,FASE OPERACIONAL
ATOMPAR,ATOM3,3.33,8.19,21.77,150000.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,30.47,-5.99,-83.77,461140.0,FASE OPERACIONAL
AZEVEDO,AZEV3,4.07,1.2,296.26,300270.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.42,1.2,296.26,1600000.0,FASE OPERACIONAL
AZUL,AZUL4,28.82,-19.02,-10.79,206590000.0,FASE OPERACIONAL
B3,B3SA3,14.26,11.89,62.55,477620000.0,FASE OPERACIONAL
BAHEMA,BAHI3,14.5,-19.12,-5.14,43140.0,FASE OPERACIONAL
BAUMER,BALM3,15.58,9.22,8.76,1600.0,FASE OPERACIONAL
BAUMER,BALM4,11.45,9.22,8.76,5020.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,84.89,25.89,9.20,31980.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.51,-0.92,-71.69,1850000.0,FASE OPERACIONAL
BARDELLA,BDLL3,10.82,-6.18,-385.42,17920.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,9.8,-6.18,-385.42,4960.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,9.06,5.83,7.71,60280000.0,FASE OPERACIONAL
BIOMM,BIOM3,14.03,-18.7,-59.30,152010.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,6.61,-7.95,-10.43,17750000.0,FASE OPERACIONAL
BLAU,BLAU3,36.3,12.56,35.33,12030000.0,FASE OPERACIONAL
B TECH EQI,BLUT3,1.77,-3.79,,309860.0,FASE OPERACIONAL
B TECH EQI,BLUT4,1.0,-3.79,,406940.0,FASE OPERACIONAL
