Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,12.93,17.18,10.90,13870000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,15.51,12.33,28.38,356410000.0,FASE OPERACIONAL
AERIS,AERI3,8.56,32.8,8.06,24080000.0,FASE OPERACIONAL
AES BRASIL,AESB3,12.26,70.54,24.35,20980000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.65,25.82,56.15,11510.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,32.5,7.94,32.29,18070000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,8.2,42.11,1.36,3750000.0,FASE OPERACIONAL
SPTURIS,AHEB3,25.01,-6.76,-15.75,3340.0,FASE OPERACIONAL
SPTURIS,AHEB5,18.0,-6.76,-15.75,41034.0,FASE OPERACIONAL
ALLIED,ALLD3,19.46,4.04,8.87,11810000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,40.93,47.75,13.20,148690.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,48.05,47.75,13.20,128890000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,5.85,-85.6,-4.53,209100.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,23.29,26.1,33.73,28090000.0,FASE OPERACIONAL
ALUPAR,ALUP11,25.0,3.36,65.89,21100000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.19,3.36,65.89,120490.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.4,3.36,65.89,166400.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,5.45,-21.24,-5.35,34050000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,44.17,31.98,18.23,90290000.0,FASE OPERACIONAL
AMERICANAS,AMER3,34.83,178.1,1.40,226000000.0,FASE OPERACIONAL
ANIMA,ANIM3,9.5,38.09,12.33,27270000.0,FASE OPERACIONAL
ALPER S.A.,APER3,40.5,-184.92,-3.21,4600000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,23.31,121.01,36.62,19340000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,85.9,23.51,17.47,54920000.0,FASE OPERACIONAL
ASSAI,ASAI3,17.92,11.96,6.18,186590000.0,FASE OPERACIONAL
ATMASA,ATMP3,5.28,-4.55,-8.76,267070.0,FASE OPERACIONAL
ATOMPAR,ATOM3,4.73,7.58,31.96,219400.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,31.5,-6.23,-63.77,155790.0,FASE OPERACIONAL
AZEVEDO,AZEV3,5.26,1.63,395.24,1270000.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.98,1.63,395.24,5340000.0,FASE OPERACIONAL
AZUL,AZUL4,34.97,-14.57,-19.48,149040000.0,FASE OPERACIONAL
BAHEMA,BAHI3,15.95,-17.69,-5.47,39520.0,FASE OPERACIONAL
BAUMER,BALM3,17.78,11.56,8.25,3850.0,FASE OPERACIONAL
BAUMER,BALM4,14.6,11.56,8.25,46360.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,88.34,21.14,11.24,12050.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.77,-1.11,-78.69,4630000.0,FASE OPERACIONAL
BARDELLA,BDLL3,10.75,-5.63,-227.65,26560.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
