Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,18.45,19.56,12.33,14460000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,16.1,12.26,27.80,390360000.0,FASE OPERACIONAL
AERIS,AERI3,7.85,35.03,7.06,18150000.0,FASE OPERACIONAL
AES BRASIL,AESB3,11.55,105.86,8.41,21570000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.83,25.91,53.41,5380.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,24.29,4.38,32.47,22320000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,9.5,16.33,2.79,648220.0,FASE OPERACIONAL
SPTURIS,AHEB3,27.0,-6.05,-19.49,2120.0,FASE OPERACIONAL
SPTURIS,AHEB5,23.0,-6.05,-19.49,26154.0,FASE OPERACIONAL
ALLIED,ALLD3,15.83,2.95,8.39,7830000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,33.36,35.17,14.25,81660.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,40.03,35.17,14.25,112280000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,4.48,-288.73,-1.08,159340.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,20.6,19.51,37.03,29450000.0,FASE OPERACIONAL
ALUPAR,ALUP11,24.49,3.31,71.60,22760000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.14,3.31,71.60,635890.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.24,3.31,71.60,652990.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,4.17,-151.97,-0.62,32500000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,41.57,24.02,17.76,71110000.0,FASE OPERACIONAL
AMERICANAS,AMER3,29.8,70.68,2.55,241630000.0,FASE OPERACIONAL
ANIMA,ANIM3,8.81,26.43,13.81,27190000.0,FASE OPERACIONAL
ALPER S.A.,APER3,29.89,81.24,3.39,2470000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,22.0,83.52,33.85,14480000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,74.11,18.3,16.90,70100000.0,FASE OPERACIONAL
ASSAI,ASAI3,14.05,9.06,6.50,204580000.0,FASE OPERACIONAL
ATMASA,ATMP3,3.36,-4.07,-8.65,152610.0,FASE OPERACIONAL
ATOMPAR,ATOM3,3.05,7.31,21.77,110890.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,21.89,-5.2,-83.77,493530.0,FASE OPERACIONAL
AZEVEDO,AZEV3,3.73,1.06,296.26,619370.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.14,1.06,296.26,2390000.0,FASE OPERACIONAL
AZUL,AZUL4,24.73,-17.44,-10.79,212120000.0,FASE OPERACIONAL
BAHEMA,BAHI3,14.2,-17.58,-5.14,33810.0,FASE OPERACIONAL
BAUMER,BALM3,15.85,10.2,8.76,3240.0,FASE OPERACIONAL
BAUMER,BALM4,13.69,10.2,8.76,15850.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,83.0,25.3,9.20,22500.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.05,-0.58,-71.69,2820000.0,FASE OPERACIONAL
BARDELLA,BDLL3,11.5,-6.22,-385.42,23760.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,11.0,-6.22,-385.42,6220.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,8.67,5.67,7.71,83380000.0,FASE OPERACIONAL
BIOMM,BIOM3,13.23,-16.52,-59.30,124650.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,7.18,-8.52,-10.43,24600000.0,FASE OPERACIONAL
BLAU,BLAU3,35.6,12.3,35.33,16390000.0,FASE OPERACIONAL
BIC MONARK,BMKS3,228.98,-35.55,4.64,85010.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,13.6,4.95,32.96,16610000.0,FASE OPERACIONAL
BOMBRIL,BOBR4,1.77,4.29,13.51,87080.0,FASE OPERACIONAL
BRADESPAR,BRAP3,51.5,3.41,,12230000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,53.93,3.41,,177320000.0,FASE OPERACIONAL
BRF SA,BRFS3,20.44,11.57,6.29,159040000.0,FASE OPERACIONAL
BRISANET,BRIT3,5.66,25.41,13.83,4030000.0,FASE OPERACIONAL
BRASKEM,BRKM3,64.01,3.02,24.39,1520000.0,FASE OPERACIONAL
BRASKEM,BRKM5,66.58,3.02,24.39,188110000.0,FASE OPERACIONAL
BRASKEM,BRKM6,34.0,3.02,24.39,67515.0,FASE OPERACIONAL
BR MALLS PAR,BRML3,7.93,22.04,41.45,142400000.0,FASE OPERACIONAL
BR PROPERT,BRPR3,7.33,13.37,120.84,20050000.0,FASE OPERACIONAL
CAMBUCI,CAMB3,4.79,9.0,14.91,196020.0,FASE OPERACIONAL
CAMIL,CAML3,9.77,8.41,7.15,16270000.0,FASE OPERACIONAL
MELIUZ,CASH3,3.43,-240.66,-4.36,227990000.0,FASE OPERACIONAL
CASAN,CASN3,15.01,43.52,21.71,0.0,FASE OPERACIONAL
CBA,CBAV3,12.82,13.01,9.48,34850000.0,FASE OPERACIONAL
AMPLA ENERG,CBEE3,23.0,-162.81,-0.70,2880.0,FASE OPERACIONAL
CCR SA,CCRO3,13.12,12.38,28.64,173000000.0,FASE OPERACIONAL
CEA MODAS,CEAB3,6.7,54.42,0.90,20380000.0,FASE OPERACIONAL
CEB,CEBR3,16.1,-0.18,578.99,145590.0,FASE OPERACIONAL
CEB,CEBR5,15.7,-0.18,578.99,109760.0,FASE OPERACIONAL
CEB,CEBR6,16.0,-0.18,578.99,359400.0,FASE OPERACIONAL
CEDRO,CEDO3,7.01,5.12,5.45,7440.0,FASE OPERACIONAL
CEDRO,CEDO4,5.49,5.12,5.45,16500.0,FASE OPERACIONAL
COELBA,CEEB3,32.99,6.9,18.76,62050.0,FASE OPERACIONAL
COELBA,CEEB5,39.0,6.9,18.76,12000.0,FASE OPERACIONAL
CEEE-D,CEED3,40.5,-16.58,-5.94,78286.0,FASE OPERACIONAL
CEEE-D,CEED4,55.8,-16.58,-5.94,0.0,FASE OPERACIONAL
CEG,CEGR3,60.0,23.74,17.34,73854.0,FASE OPERACIONAL
CELPE,CEPE5,26.32,14.8,11.00,1770.0,FASE OPERACIONAL
CELPE,CEPE6,29.99,14.8,11.00,6240.0,FASE OPERACIONAL
CESP,CESP3,22.81,6.52,65.10,251710.0,FASE OPERACIONAL
CESP,CESP5,33.5,6.52,65.10,34768.0,FASE OPERACIONAL
CESP,CESP6,23.14,6.52,65.10,59630000.0,FASE OPERACIONAL
COMGAS,CGAS3,170.0,10.53,24.78,11290.0,FASE OPERACIONAL
COMGAS,CGAS5,174.11,10.53,24.78,340420.0,FASE OPERACIONAL
GRAZZIOTIN,CGRA3,43.49,3.94,32.63,71140.0,FASE OPERACIONAL
