Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,11.8,16.09,10.90,13760000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,15.18,12.05,28.38,356680000.0,FASE OPERACIONAL
AERIS,AERI3,8.0,30.84,8.06,25140000.0,FASE OPERACIONAL
AES BRASIL,AESB3,12.25,70.51,24.35,19650000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.97,26.79,56.15,12750.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,30.86,7.52,32.29,17260000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,8.32,42.5,1.36,3710000.0,FASE OPERACIONAL
SPTURIS,AHEB3,25.01,-6.76,-15.75,3280.0,FASE OPERACIONAL
SPTURIS,AHEB5,18.0,-6.76,-15.75,41034.0,FASE OPERACIONAL
ALLIED,ALLD3,19.77,4.09,8.87,13720000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,40.6,47.91,13.20,146810.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,48.69,47.91,13.20,124370000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,5.8,-85.27,-4.53,276190.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,21.74,24.59,33.73,28980000.0,FASE OPERACIONAL
ALUPAR,ALUP11,23.65,3.28,65.89,21060000.0,FASE OPERACIONAL
ALUPAR,ALUP3,7.82,3.28,65.89,124780.0,FASE OPERACIONAL
ALUPAR,ALUP4,7.87,3.28,65.89,179200.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,5.25,-20.81,-5.35,37800000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,42.65,31.05,18.23,83040000.0,FASE OPERACIONAL
AMERICANAS,AMER3,30.49,157.04,1.40,205820000.0,FASE OPERACIONAL
ANIMA,ANIM3,8.74,36.65,12.33,26830000.0,FASE OPERACIONAL
ALPER S.A.,APER3,39.51,-180.4,-3.21,4970000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,20.1,105.3,36.62,18450000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,78.98,21.64,17.47,55170000.0,FASE OPERACIONAL
ASSAI,ASAI3,19.22,12.68,6.18,173230000.0,FASE OPERACIONAL
ATMASA,ATMP3,4.85,-4.42,-8.76,285530.0,FASE OPERACIONAL
ATOMPAR,ATOM3,4.58,7.3,31.96,243550.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,31.4,-6.22,-63.77,148720.0,FASE OPERACIONAL
AZEVEDO,AZEV3,4.74,1.62,395.24,1290000.0,FASE OPERACIONAL
AZEVEDO,AZEV4,4.2,1.62,395.24,5570000.0,FASE OPERACIONAL
AZUL,AZUL4,36.25,-14.93,-19.48,151740000.0,FASE OPERACIONAL
BAHEMA,BAHI3,15.5,-17.23,-5.47,43390.0,FASE OPERACIONAL
BAUMER,BALM3,16.72,11.29,8.25,5640.0,FASE OPERACIONAL
BAUMER,BALM4,14.98,11.29,8.25,49560.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,88.48,21.17,11.24,11910.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.56,-0.96,-78.69,4660000.0,FASE OPERACIONAL
BARDELLA,BDLL3,10.3,-5.63,-227.65,28450.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,11.45,-5.63,-227.65,27940.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,10.83,6.08,8.07,78550000.0,FASE OPERACIONAL
