Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,12.78,17.03,10.90,14050000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,15.36,12.2,28.38,370710000.0,FASE OPERACIONAL
AERIS,AERI3,8.15,31.37,8.06,25370000.0,FASE OPERACIONAL
AES BRASIL,AESB3,12.28,70.6,24.35,20670000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.65,25.82,56.15,12830.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,32.51,7.95,32.29,18730000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,7.8,40.8,1.36,3740000.0,FASE OPERACIONAL
SPTURIS,AHEB3,25.01,-6.76,-15.75,3440.0,FASE OPERACIONAL
SPTURIS,AHEB5,18.0,-6.76,-15.75,41034.0,FASE OPERACIONAL
ALLIED,ALLD3,19.5,4.05,8.87,13560000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,40.0,46.82,13.20,149900.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,47.29,46.82,13.20,130570000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,6.15,-87.54,-4.53,273260.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,22.91,25.73,33.73,30610000.0,FASE OPERACIONAL
ALUPAR,ALUP11,24.4,3.34,65.89,21840000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.11,3.34,65.89,127770.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.19,3.34,65.89,180800.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,5.4,-21.13,-5.35,38190000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,45.98,33.08,18.23,88510000.0,FASE OPERACIONAL
AMERICANAS,AMER3,33.74,172.81,1.40,220000000.0,FASE OPERACIONAL
ANIMA,ANIM3,9.3,37.72,12.33,28200000.0,FASE OPERACIONAL
ALPER S.A.,APER3,40.23,-183.69,-3.21,5010000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,22.25,115.82,36.62,18870000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,84.1,23.02,17.47,58870000.0,FASE OPERACIONAL
ASSAI,ASAI3,18.3,12.17,6.18,180620000.0,FASE OPERACIONAL
ATMASA,ATMP3,5.0,-4.46,-8.76,290070.0,FASE OPERACIONAL
ATOMPAR,ATOM3,4.65,7.43,31.96,239390.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,31.89,-6.27,-63.77,154710.0,FASE OPERACIONAL
AZEVEDO,AZEV3,4.72,1.56,395.24,1300000.0,FASE OPERACIONAL
AZEVEDO,AZEV4,3.99,1.56,395.24,5660000.0,FASE OPERACIONAL
AZUL,AZUL4,35.86,-14.82,-19.48,154650000.0,FASE OPERACIONAL
BAHEMA,BAHI3,15.9,-17.64,-5.47,44610.0,FASE OPERACIONAL
BAUMER,BALM3,17.78,11.88,8.25,5360.0,FASE OPERACIONAL
BAUMER,BALM4,15.39,11.88,8.25,49050.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,88.34,21.14,11.24,12180.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.84,-1.17,-78.69,4960000.0,FASE OPERACIONAL
BARDELLA,BDLL3,11.0,-5.63,-227.65,27750.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,11.18,-5.63,-227.65,28060.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,11.05,6.15,8.07,82550000.0,FASE OPERACIONAL
BIOMM,BIOM3,15.0,-19.12,-67.85,163120.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,7.54,-6.78,-14.55,20770000.0,FASE OPERACIONAL
BLAU,BLAU3,40.95,14.16,36.11,16470000.0,FASE OPERACIONAL
BIC MONARK,BMKS3,235.0,-33.6,3.85,82130.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,15.68,6.93,34.88,18530000.0,FASE OPERACIONAL
BOMBRIL,BOBR4,1.92,4.06,14.71,152480.0,FASE OPERACIONAL
BRADESPAR,BRAP3,48.6,3.4,,9070000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,53.32,3.4,,165200000.0,FASE OPERACIONAL
PETROBRAS BR,BRDT3,24.71,6.64,5.33,297480000.0,FASE OPERACIONAL
BRF SA,BRFS3,26.33,12.59,6.67,133050000.0,FASE OPERACIONAL
BRISANET,BRIT3,9.81,60.2,14.21,8130000.0,FASE OPERACIONAL
