Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,19.75,33.88,7.76,8660000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,14.54,12.7,22.97,366260000.0,FASE OPERACIONAL
AERIS,AERI3,3.75,18.27,8.41,10810000.0,FASE OPERACIONAL
AES BRASIL,AESB3,10.64,26.43,13.62,15710000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,9.35,5.38,84.24,6440.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,32.06,4.44,39.54,28880000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,9.33,6.86,4.94,1030000.0,FASE OPERACIONAL
SPTURIS,AHEB6,41.2,-35.12,-3.15,6338.0,FASE OPERACIONAL
ALLIED,ALLD3,12.52,3.66,6.66,1700000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,19.25,24.01,12.84,101360.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,21.8,24.01,12.84,90680000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,3.8,,0.11,141970.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,19.69,6.08,55.68,26020000.0,FASE OPERACIONAL
ALUPAR,ALUP11,26.25,4.12,77.23,25160000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.7,4.12,77.23,89980.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.75,4.12,77.23,109070.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,2.23,-290.69,-0.24,16280000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,29.75,15.92,17.15,25600000.0,FASE OPERACIONAL
AMERICANAS,AMER3,23.05,25.63,4.29,196550000.0,FASE OPERACIONAL
ANIMA,ANIM3,5.38,23.89,10.61,17720000.0,FASE OPERACIONAL
ALPER S.A.,APER3,32.98,34.35,7.36,1090000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,13.0,25.88,32.83,10650000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,82.49,14.66,18.04,85360000.0,FASE OPERACIONAL
ASSAI,ASAI3,15.48,10.48,5.97,117570000.0,FASE OPERACIONAL
ATMASA,ATMP3,1.9,-3.17,-10.74,48690.0,FASE OPERACIONAL
ATOMPAR,ATOM3,2.31,3.71,29.38,91390.0,FASE OPERACIONAL
AUREN,AURE3,14.46,13.91,37.28,27190000.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,27.0,-5.53,-112.46,53430.0,FASE OPERACIONAL
AZEVEDO,AZEV3,3.52,4.88,24.69,125170.0,FASE OPERACIONAL
AZEVEDO,AZEV4,2.77,4.88,24.69,915080.0,FASE OPERACIONAL
AZUL,AZUL4,20.68,177.6,1.33,206850000.0,FASE OPERACIONAL
B3,B3SA3,11.47,10.78,59.11,546520000.0,FASE OPERACIONAL
BAHEMA,BAHI3,14.29,-25.19,-5.81,102160.0,FASE OPERACIONAL
BAUMER,BALM3,14.99,8.92,8.87,42949.0,FASE OPERACIONAL
BAUMER,BALM4,11.2,8.92,8.87,9960.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,78.84,190.53,1.23,28630.0,FASE OPERACIONAL
BR BROKERS,BBRK3,0.79,-1.18,-43.71,1270000.0,FASE OPERACIONAL
BARDELLA,BDLL3,11.0,-9.21,-140.71,2110.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,9.25,-9.21,-140.71,3640.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,12.24,6.35,7.73,82590000.0,FASE OPERACIONAL
BIOMM,BIOM3,11.2,-12.78,-60.65,64530.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,6.82,-48.5,-1.58,15470000.0,FASE OPERACIONAL
BLAU,BLAU3,23.31,8.33,32.75,7310000.0,FASE OPERACIONAL
B TECH EQI,BLUT3,0.96,-2.38,,164520.0,FASE OPERACIONAL
B TECH EQI,BLUT4,0.52,-2.38,,354050.0,FASE OPERACIONAL
BIC MONARK,BMKS3,240.0,-16.27,14.23,12010.0,FASE OPERACIONAL
BEMOBI TECH,BMOB3,14.26,8.67,11.03,8420000.0,FASE OPERACIONAL
BOA VISTA,BOAS3,8.25,147.42,2.68,7700000.0,FASE OPERACIONAL
BOMBRIL,BOBR4,1.43,4.31,11.52,52310.0,FASE OPERACIONAL
BRADESPAR,BRAP3,24.2,1.27,,4500000.0,FASE OPERACIONAL
BRADESPAR,BRAP4,26.52,1.27,,135190000.0,FASE OPERACIONAL
BRF SA,BRFS3,13.88,15.19,3.73,159840000.0,FASE OPERACIONAL
BRISANET,BRIT3,2.94,26.34,9.09,1690000.0,FASE OPERACIONAL
