Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
ALLIAR,AALR3,12.8,17.05,10.90,14150000.0,FASE OPERACIONAL
AMBEV S/A,ABEV3,15.53,12.34,28.38,357560000.0,FASE OPERACIONAL
AERIS,AERI3,8.67,33.18,8.06,24210000.0,FASE OPERACIONAL
AES BRASIL,AESB3,12.14,78.45,24.35,21170000.0,FASE OPERACIONAL
AFLUENTE T,AFLT3,8.75,26.12,56.15,11720.0,FASE OPERACIONAL
BRASILAGRO,AGRO3,33.21,8.13,32.29,18700000.0,FASE OPERACIONAL
AGROGALAXY,AGXY3,8.15,41.94,1.36,3770000.0,FASE OPERACIONAL
SPTURIS,AHEB3,25.01,-6.76,-15.75,3340.0,FASE OPERACIONAL
SPTURIS,AHEB5,18.0,-6.76,-15.75,41034.0,FASE OPERACIONAL
ALLIED,ALLD3,19.78,4.1,8.87,11860000.0,FASE OPERACIONAL
ALPARGATAS,ALPA3,40.6,47.35,13.20,148970.0,FASE OPERACIONAL
ALPARGATAS,ALPA4,47.65,47.35,13.20,130190000.0,FASE OPERACIONAL
ESTAPAR,ALPK3,5.78,-85.15,-4.53,209360.0,FASE OPERACIONAL
ALIANSCSONAE,ALSO3,22.94,25.76,33.73,28310000.0,FASE OPERACIONAL
ALUPAR,ALUP11,25.05,3.38,65.89,21690000.0,FASE OPERACIONAL
ALUPAR,ALUP3,8.28,3.38,65.89,121970.0,FASE OPERACIONAL
ALUPAR,ALUP4,8.49,3.38,65.89,166380.0,FASE OPERACIONAL
LOJAS MARISA,AMAR3,5.42,-21.17,-5.35,33750000.0,FASE OPERACIONAL
AMBIPAR,AMBP3,42.66,31.06,18.23,92080000.0,FASE OPERACIONAL
AMERICANAS,AMER3,37.45,190.82,1.40,234450000.0,FASE OPERACIONAL
ANIMA,ANIM3,9.37,37.85,12.33,27370000.0,FASE OPERACIONAL
ALPER S.A.,APER3,42.19,-192.64,-3.21,4460000.0,FASE PRÉ-OPERACIONAL
ARMAC,ARML3,24.2,125.37,36.62,19800000.0,FASE OPERACIONAL
AREZZO CO,ARZZ3,89.16,24.39,17.47,56000000.0,FASE OPERACIONAL
ASSAI,ASAI3,17.54,11.75,6.18,207630000.0,FASE OPERACIONAL
ATMASA,ATMP3,5.08,-4.49,-8.76,271200.0,FASE OPERACIONAL
ATOMPAR,ATOM3,4.52,7.19,31.96,217920.0,FASE OPERACIONAL
ALPHAVILLE,AVLL3,31.69,-6.25,-63.77,156630.0,FASE OPERACIONAL
AZEVEDO,AZEV3,5.35,1.64,395.24,1270000.0,FASE OPERACIONAL
AZEVEDO,AZEV4,4.0,1.64,395.24,5380000.0,FASE OPERACIONAL
AZUL,AZUL4,35.62,-14.76,-19.48,149260000.0,FASE OPERACIONAL
BAHEMA,BAHI3,15.9,-20.56,-5.47,39290.0,FASE OPERACIONAL
BAUMER,BALM3,17.78,11.73,8.25,3760.0,FASE OPERACIONAL
BAUMER,BALM4,15.0,11.73,8.25,46700.0,FASE OPERACIONAL
EXCELSIOR,BAUH4,87.99,21.05,11.24,12180.0,FASE OPERACIONAL
BR BROKERS,BBRK3,1.81,-1.14,-78.69,4290000.0,FASE OPERACIONAL
BARDELLA,BDLL3,10.75,-5.62,-227.65,26560.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
BARDELLA,BDLL4,11.0,-5.62,-227.65,27760.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MINERVA,BEEF3,10.7,6.31,8.07,83530000.0,FASE OPERACIONAL
BIOMM,BIOM3,14.9,-19.0,-67.85,150560.0,FASE PRÉ-OPERACIONAL
BK BRASIL,BKBR3,7.42,-6.69,-14.55,20280000.0,FASE OPERACIONAL
