Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,18.65,22.38,10.9,16777000.0
AMBEV S/A,ABEV3,16.69,15.73,22.5,421175000.0
AERIS,AERI3,7.46,35.54,6.6,14281400.0
AES BRASIL,AESB3,11.44,122.95,7.2,23741100.0
AFLUENTE T,AFLT3,8.67,26.48,51.3,5533.0
BRASILAGRO,AGRO3,24.59,4.34,33.2,26894600.0
AGROGALAXY,AGXY3,8.06,12.24,3.0,354828.0
PARQUE ANHEMBI,AHEB3,26.5,-5.53,-20.8,1524.0
PARQUE ANHEMBI,AHEB5,23.0,-4.78,-20.8,362.0
ALLIED,ALLD3,15.67,3.82,6.4,7193050.0
ALPARGATAS,ALPA3,34.59,23.85,20.4,83054.0
ALPARGATAS,ALPA4,40.07,27.76,20.4,125017000.0
ESTAPAR,ALPK3,4.04,31.34,9.5,164379.0
ALIANSCSONAE,ALSO3,20.9,16.87,43.4,31746800.0
ALUPAR,ALUP11,24.02,3.24,71.1,22609700.0
ALUPAR,ALUP3,7.96,3.23,71.1,938357.0
ALUPAR,ALUP4,8.07,3.25,71.1,947242.0
LOJAS MARISA,AMAR3,3.87,8.82,10.4,33335800.0
AMBIPAR,AMBP3,42.75,26.08,16.7,74744000.0
AMERICANAS,AMER3,30.46,48.87,3.8,281396000.0
ANIMA,ANIM3,6.99,23.13,14.2,24947000.0
ALPER S.A.,APER3,30.0,-6.04,-45.9,1990740.0
ARMAC,ARML3,21.77,,,14843300.0
AREZZO CO,ARZZ3,69.14,25.4,11.4,74294800.0
ASSAI,ASAI3,13.36,10.76,8.5,209575000.0
ATMASA,ATMP3,3.3,-23.35,-1.5,191823.0
ATOMPAR,ATOM3,3.16,7.84,21.3,114824.0
ALPHAVILLE,AVLL3,24.0,-13.27,-34.1,610413.0
AZEVEDO & TRAVASSOS,AZEV3,3.87,-8.36,-40.4,672102.0
AZEVEDO & TRAVASSOS,AZEV4,3.04,-5.87,-40.4,2655160.0
AZUL,AZUL4,23.3,-161.34,-1.2,226339000.0
BAHEMA,BAHI3,13.89,122.35,0.7,34253.0
BAUMER,BALM3,17.18,10.34,10.2,2333.0
BAUMER,BALM4,12.97,7.53,10.2,11613.0
EXCELSIOR,BAUH4,79.0,112.68,2.0,30662.0
BR Brokers,BBRK3,1.14,-5.02,-10.0,3318070.0
BAEDELLA,BDLL3,12.05,-8.74,-275.8,29182.0
BAEDELLA,BDLL4,10.98,-8.68,-275.8,6734.0
Minerva,BEEF3,8.7,5.69,7.7,93817400.0
BIOMM SA,BIOM3,13.0,-17.36,-55.5,109426.0
BK BRASIL,BKBR3,7.05,-8.39,-10.4,24174400.0
BLAU,BLAU3,35.51,12.01,36.1,17214500.0
MONARK,BMKS3,227.0,15.28,-11.1,121441.0
BEMOBI TECH,BMOB3,14.72,7.54,31.4,18614500.0
BOMBRIL SA,BOBR4,1.71,24.57,2.7,97075.0
BRADESPAR S/A,BRAP3,46.42,-569.08,,8878490.0
BRADESPAR S/A,BRAP4,48.82,-603.29,,160234000.0
BRF Foods,BRFS3,20.55,11.42,6.4,182748000.0
BRISANET,BRIT3,6.3,,,5075720.0
BRASKEM,BRKM3,47.42,2.21,26.8,414720.0
BRASKEM,BRKM5,50.36,2.3,26.8,159942000.0
BRASKEM,BRKM6,31.0,1.7,26.8,685.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,8.05,15.58,59.3,160089000.0
BR PROPERTIES,BRPR3,7.47,23.9,68.5,17429600.0
PENALTY,CAMB3,4.72,8.39,15.8,203333.0
CAMIL,CAML3,9.5,8.34,7.1,18544500.0
MELIUZ,CASH3,3.18,-218.58,-4.4,205672000.0
CASAN,CASN3,15.01,53.57,20.8,0.0
CBA,CBAV3,12.94,,,37310800.0
AMPLA ENERG,CBEE3,23.01,75.95,1.5,2029.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,11.69,11.89,27.8,184936000.0
CEA MODAS,CEAB3,6.55,-15.76,-3.1,23230500.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,16.78,-1.64,-20.3,85064.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,17.75,-1.24,-20.3,71455.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,16.42,-1.79,-20.3,387183.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,7.0,4.4,6.5,8724.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,5.47,4.14,6.5,17620.0
COELBA,CEEB3,34.0,6.61,19.7,38163.0
COELBA,CEEB5,39.0,7.08,19.7,0.0
CEEE-D,CEED3,40.0,-23.0,-4.2,502.0
CEEE-D,CEED4,55.8,-28.55,-4.2,0.0
CEG,CEGR3,60.0,23.29,17.7,857.0
CELPE,CEPE5,26.32,6.85,12.6,2718.0
CELPE,CEPE6,27.51,6.93,12.6,3265.0
CESP CIA ENERGETICA SAO PAULO,CESP3,23.4,7.76,55.0,308734.0
CESP CIA ENERGETICA SAO PAULO,CESP5,33.5,10.56,55.0,380.0
CESP CIA ENERGETICA SAO PAULO,CESP6,24.22,7.99,55.0,64876800.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,149.99,10.17,23.1,4525.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,152.88,10.32,23.1,253534.0
GRAZZIOTIN,CGRA3,45.25,7.34,18.8,85823.0
GRAZZIOTIN,CGRA4,43.4,7.01,18.8,710778.0
CELESC,CLSC3,66.49,3.29,8.0,8796.0
CELESC,CLSC4,70.2,3.42,8.0,277746.0
CEMIG,CMIG3,17.47,7.38,16.6,8365060.0
CEMIG,CMIG4,13.39,6.03,16.6,143834000.0
