Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,14.48,18.47,10.9,17560200.0
AMBEV S/A,ABEV3,14.88,13.91,22.5,349316000.0
AERIS,AERI3,6.0,29.18,6.6,15820300.0
AES BRASIL,AESB3,11.03,120.66,7.2,12489600.0
AFLUENTE T,AFLT3,8.35,25.47,51.3,5740.0
BRASILAGRO,AGRO3,27.86,5.02,33.2,18225800.0
AGROGALAXY,AGXY3,10.22,14.36,3.0,652250.0
PARQUE ANHEMBI,AHEB3,27.5,-5.74,-20.8,4791.0
PARQUE ANHEMBI,AHEB5,22.0,-4.56,-20.8,347.0
ALLIED,ALLD3,16.2,3.96,6.4,3799560.0
ALPARGATAS,ALPA3,28.75,19.69,20.4,79661.0
ALPARGATAS,ALPA4,33.45,23.04,20.4,86657500.0
ESTAPAR,ALPK3,4.2,31.81,9.5,98022.0
ALIANSCSONAE,ALSO3,19.36,15.8,43.4,29548100.0
ALUPAR,ALUP11,23.66,3.22,71.1,23621000.0
ALUPAR,ALUP3,7.86,3.21,71.1,98894.0
ALUPAR,ALUP4,7.93,3.22,71.1,125854.0
LOJAS MARISA,AMAR3,3.22,8.15,10.4,31293900.0
AMBIPAR,AMBP3,37.37,23.59,16.7,44674300.0
AMERICANAS,AMER3,29.48,47.51,3.8,207256000.0
ANIMA,ANIM3,6.97,23.1,14.2,27337800.0
ALPER S.A.,APER3,29.08,-5.8,-45.9,1825760.0
ARMAC,ARML3,21.71,,,20372800.0
AREZZO CO,ARZZ3,68.66,25.24,11.4,73374100.0
ASSAI,ASAI3,11.8,9.79,8.5,134699000.0
ATMASA,ATMP3,3.2,-23.19,-1.5,170163.0
ATOMPAR,ATOM3,3.02,7.39,21.3,165291.0
ALPHAVILLE,AVLL3,28.7,-14.34,-34.1,177883.0
AZEVEDO & TRAVASSOS,AZEV3,4.31,-9.67,-40.4,319421.0
AZEVEDO & TRAVASSOS,AZEV4,3.67,-7.76,-40.4,1841510.0
AZUL,AZUL4,25.61,-170.04,-1.2,219401000.0
BAHEMA,BAHI3,14.15,132.77,0.7,46926.0
BAUMER,BALM3,15.5,9.22,10.2,2219.0
BAUMER,BALM4,12.2,7.01,10.2,5442.0
EXCELSIOR,BAUH4,81.88,116.9,2.0,35403.0
BR Brokers,BBRK3,1.04,-4.46,-10.0,1731910.0
BAEDELLA,BDLL3,11.69,-8.72,-275.8,9155.0
BAEDELLA,BDLL4,10.75,-8.67,-275.8,3150.0
Minerva,BEEF3,9.8,6.07,7.7,63026700.0
BIOMM SA,BIOM3,13.45,-17.89,-55.5,191050.0
BK BRASIL,BKBR3,5.53,-6.86,-10.4,18631700.0
BLAU,BLAU3,32.14,10.77,36.1,14347800.0
MONARK,BMKS3,236.0,13.39,-11.1,15436.0
BEMOBI TECH,BMOB3,13.15,6.02,31.4,15167000.0
BOMBRIL SA,BOBR4,1.55,23.17,2.7,66505.0
BRADESPAR S/A,BRAP3,24.4,-255.17,,10526300.0
BRADESPAR S/A,BRAP4,27.74,-302.79,,239445000.0
BRF Foods,BRFS3,23.84,12.33,6.4,191718000.0
BRISANET,BRIT3,4.2,,,2764520.0
BRASKEM,BRKM3,51.55,2.34,26.8,3373020.0
BRASKEM,BRKM5,53.15,2.38,26.8,196638000.0
BRASKEM,BRKM6,37.9,1.91,26.8,729.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,7.68,15.05,59.3,168083000.0
BR PROPERTIES,BRPR3,6.46,21.76,68.5,14702000.0
