Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,17.02,20.85,10.9,14398900.0
AMBEV S/A,ABEV3,17.39,16.43,22.5,409607000.0
AERIS,AERI3,8.14,38.5,6.6,19787500.0
AES BRASIL,AESB3,11.27,122.0,7.2,25356300.0
AFLUENTE T,AFLT3,8.66,26.45,51.3,5205.0
BRASILAGRO,AGRO3,24.48,,,26637300.0
AGROGALAXY,AGXY3,9.0,13.16,3.0,472459.0
PARQUE ANHEMBI,AHEB3,26.5,-5.53,-20.8,2235.0
PARQUE ANHEMBI,AHEB5,23.0,-4.78,-20.8,252.0
ALLIED,ALLD3,16.92,4.14,6.4,8588400.0
ALPARGATAS,ALPA3,35.93,24.81,20.4,92734.0
ALPARGATAS,ALPA4,43.05,29.88,20.4,132898000.0
ESTAPAR,ALPK3,4.73,33.35,9.5,167656.0
ALIANSCSONAE,ALSO3,22.35,17.89,43.4,31759400.0
ALUPAR,ALUP11,24.25,3.25,71.1,22556500.0
ALUPAR,ALUP3,8.13,3.26,71.1,941771.0
ALUPAR,ALUP4,8.07,3.25,71.1,951044.0
LOJAS MARISA,AMAR3,4.48,9.45,10.4,34418900.0
AMBIPAR,AMBP3,46.0,27.59,16.7,76031700.0
AMERICANAS,AMER3,33.57,53.28,3.8,282283000.0
ANIMA,ANIM3,6.82,22.91,14.2,26163100.0
ALPER S.A.,APER3,28.5,-5.65,-45.9,2775150.0
ARMAC,ARML3,25.7,,,14727200.0
AREZZO CO,ARZZ3,76.01,27.83,11.4,76351300.0
ASSAI,ASAI3,14.08,11.21,8.5,234472000.0
ATMASA,ATMP3,3.3,-23.35,-1.5,191129.0
ATOMPAR,ATOM3,3.19,7.94,21.3,105616.0
ALPHAVILLE,AVLL3,26.5,-13.84,-34.1,640824.0
AZEVEDO & TRAVASSOS,AZEV3,4.0,-8.75,-40.4,846586.0
AZEVEDO & TRAVASSOS,AZEV4,3.16,-6.23,-40.4,2979580.0
AZUL,AZUL4,27.76,-178.14,-1.2,222606000.0
BAHEMA,BAHI3,13.6,119.86,0.7,35483.0
BAUMER,BALM3,15.8,9.42,10.2,1853.0
BAUMER,BALM4,13.48,7.87,10.2,14741.0
EXCELSIOR,BAUH4,79.95,114.07,2.0,27885.0
BR Brokers,BBRK3,1.21,-5.42,-10.0,3284260.0
