Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,16.45,20.32,10.9,15351100.0
AMBEV S/A,ABEV3,14.49,13.51,22.5,351736000.0
AERIS,AERI3,6.17,29.92,6.6,15041700.0
AES BRASIL,AESB3,11.31,122.23,7.2,12659200.0
AFLUENTE T,AFLT3,8.84,27.02,51.3,4762.0
BRASILAGRO,AGRO3,28.08,5.07,33.2,16631000.0
AGROGALAXY,AGXY3,9.84,13.99,3.0,721104.0
PARQUE ANHEMBI,AHEB3,27.5,-5.74,-20.8,4437.0
PARQUE ANHEMBI,AHEB5,22.0,-4.56,-20.8,221.0
ALLIED,ALLD3,15.2,3.7,6.4,3341840.0
ALPARGATAS,ALPA3,27.73,18.96,20.4,82816.0
ALPARGATAS,ALPA4,30.16,20.69,20.4,84136500.0
ESTAPAR,ALPK3,4.15,31.66,9.5,88324.0
ALIANSCSONAE,ALSO3,20.97,16.92,43.4,31192000.0
ALUPAR,ALUP11,24.38,3.26,71.1,22574100.0
ALUPAR,ALUP3,8.03,3.24,71.1,89697.0
ALUPAR,ALUP4,8.15,3.27,71.1,113597.0
LOJAS MARISA,AMAR3,3.2,8.13,10.4,28498000.0
AMBIPAR,AMBP3,36.1,23.01,16.7,38590700.0
AMERICANAS,AMER3,34.18,54.18,3.8,202878000.0
ANIMA,ANIM3,7.43,23.7,14.2,26758300.0
ALPER S.A.,APER3,31.75,-6.49,-45.9,1729620.0
ARMAC,ARML3,21.57,,,18879200.0
AREZZO CO,ARZZ3,74.47,27.29,11.4,67934700.0
ASSAI,ASAI3,11.95,9.88,8.5,121839000.0
ATMASA,ATMP3,3.0,-22.85,-1.5,150040.0
ATOMPAR,ATOM3,3.1,7.65,21.3,164738.0
ALPHAVILLE,AVLL3,28.97,-14.4,-34.1,153113.0
AZEVEDO & TRAVASSOS,AZEV3,4.15,-9.19,-40.4,281970.0
AZEVEDO & TRAVASSOS,AZEV4,3.39,-6.92,-40.4,1725130.0
AZUL,AZUL4,27.17,-175.91,-1.2,214517000.0
BAHEMA,BAHI3,15.59,145.94,0.7,54194.0
BAUMER,BALM3,15.5,9.22,10.2,2001.0
BAUMER,BALM4,12.19,7.0,10.2,4704.0
EXCELSIOR,BAUH4,82.9,118.39,2.0,34339.0
BR Brokers,BBRK3,1.08,-4.68,-10.0,1529600.0
BAEDELLA,BDLL3,11.0,-8.68,-275.8,4893.0
BAEDELLA,BDLL4,10.15,-8.64,-275.8,3670.0
Minerva,BEEF3,9.76,6.07,7.7,61343200.0
BIOMM SA,BIOM3,14.15,-18.71,-55.5,201319.0
BK BRASIL,BKBR3,6.01,-7.34,-10.4,15920400.0
BLAU,BLAU3,32.54,10.92,36.1,14035200.0
MONARK,BMKS3,236.38,13.31,-11.1,14212.0
BEMOBI TECH,BMOB3,14.13,6.97,31.4,14567600.0
BOMBRIL SA,BOBR4,1.48,22.56,2.7,75485.0
BRADESPAR S/A,BRAP3,24.32,-254.03,,9997140.0
BRADESPAR S/A,BRAP4,28.32,-311.06,,229649000.0
BRF Foods,BRFS3,23.36,12.2,6.4,201752000.0
BRISANET,BRIT3,4.2,,,2867490.0
BRASKEM,BRKM3,48.44,2.24,26.8,3289180.0
BRASKEM,BRKM5,49.19,2.26,26.8,200461000.0
BRASKEM,BRKM6,37.9,1.91,26.8,621.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,9.0,16.95,59.3,184913000.0
BR PROPERTIES,BRPR3,6.88,22.65,68.5,14414200.0
PENALTY,CAMB3,4.66,8.31,15.8,142555.0
CAMIL,CAML3,9.4,9.79,6.3,18348400.0
MELIUZ,CASH3,2.88,-192.08,-4.4,164187000.0
CASAN,CASN3,15.01,58.1,20.8,0.0
CBA,CBAV3,16.25,,,32159000.0
AMPLA ENERG,CBEE3,24.52,78.12,1.5,10266.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,11.93,12.04,27.8,150655000.0
CEA MODAS,CEAB3,5.77,-14.19,-3.1,16386300.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,15.5,-2.17,-20.3,44223.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,14.62,-2.54,-20.3,20157.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,15.11,-2.33,-20.3,76849.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,7.11,4.42,6.5,4250.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,6.59,4.33,6.5,21198.0
COELBA,CEEB3,34.0,6.61,19.7,90282.0
COELBA,CEEB5,39.0,7.08,19.7,0.0
CEEE-D,CEED3,47.0,-25.46,-4.2,1332.0
CEEE-D,CEED4,55.8,-28.55,-4.2,0.0
CEG,CEGR3,57.99,22.55,17.7,276.0
CELPE,CEPE5,25.65,6.8,12.6,2517.0
CELPE,CEPE6,28.52,7.0,12.6,10285.0
CESP CIA ENERGETICA SAO PAULO,CESP3,23.19,7.71,55.0,141660.0
CESP CIA ENERGETICA SAO PAULO,CESP5,30.0,9.59,55.0,1891.0
CESP CIA ENERGETICA SAO PAULO,CESP6,23.05,7.67,55.0,45083800.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,139.0,9.57,23.1,74791.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,134.1,9.3,23.1,864118.0
GRAZZIOTIN,CGRA3,37.85,6.02,18.8,50097.0
GRAZZIOTIN,CGRA4,37.99,6.04,18.8,481671.0
CELESC,CLSC3,62.5,3.15,8.0,22333.0
CELESC,CLSC4,64.5,3.22,8.0,734351.0
CEMIG,CMIG3,17.68,7.45,16.6,5641200.0
CEMIG,CMIG4,13.01,5.91,16.6,97067400.0
CSNMINERACAO,CMIN3,7.22,2.88,53.8,61223600.0
CIA ENERG CEARA - COELCE,COCE3,58.92,12.33,8.4,686.0
CIA ENERG CEARA - COELCE,COCE5,53.61,11.66,8.4,632996.0
COGNA,COGN3,2.35,-48.08,-5.1,81027200.0
CPFL ENERGIA S.A.,CPFE3,26.86,6.72,18.0,105093000.0
COPEL,CPLE11,32.55,6.0,17.1,13445000.0
COPEL,CPLE3,5.99,5.63,17.1,6961410.0
COPEL,CPLE5,35.79,26.52,17.1,2214.0
COPEL,CPLE6,6.66,6.1,17.1,98423100.0
CR2,CRDE3,17.0,-2.68,-460.7,18275.0
CARREFOUR BR,CRFB3,14.65,7.72,6.6,71528900.0
CRISTAL,CRPG3,75.78,8.78,23.2,406.0
CRISTAL,CRPG5,58.86,6.61,23.2,1189420.0
CRISTAL,CRPG6,62.98,7.13,23.2,24521.0
COSAN SA INDUSTRIA E COMERCIO,CSAN3,22.4,21.83,15.2,139763000.0
CRUZEIRO EDU,CSED3,6.17,8.33,16.1,5172810.0
COPASA MG,CSMG3,12.37,5.71,21.9,25514800.0
CSN,CSNA3,26.35,2.43,41.5,290493000.0
COSERN,CSRN3,15.6,6.53,18.4,11558.0
COSERN,CSRN5,15.25,6.43,18.4,614.0
COSERN,CSRN6,16.1,6.66,18.4,367.0
KARSTEN,CTKA3,30.97,14.39,9.7,483.0
KARSTEN,CTKA4,10.1,11.72,9.7,70743.0
COTEMINAS,CTNM3,9.39,7.32,8.6,736.0
COTEMINAS,CTNM4,3.69,6.46,8.6,33191.0
SANTANENSE,CTSA3,1.86,14.8,4.4,49664.0
SANTANENSE,CTSA4,1.26,12.32,4.4,88699.0
CURY S/A,CURY3,7.26,5.48,22.4,5780880.0
CVC BRASIL,CVCB3,12.77,-7.53,-60.9,142288000.0
CYRELA BRAZIL REALTY,CYRE3,15.23,9.39,17.1,112800000.0
DIAGNOSTICOS DA AMERICA SA,DASA3,30.32,125.45,1.6,8761610.0
DESKTOPSIGMA,DESK3,16.34,,,6213290.0
DEXXOS PAR,DEXP3,8.79,5.48,11.9,4660580.0
DEXXOS PAR,DEXP4,7.6,4.86,11.9,58367.0
Direcional Engenharia,DIRR3,12.07,6.79,18.1,21524800.0
DOMMO,DMMO3,0.75,6.79,34.2,4020460.0
D1000VFARMA,DMVF3,4.01,1.8,7.6,390901.0
DOHLER,DOHL3,19.0,14.88,14.0,426.0
DOHLER,DOHL4,5.98,4.66,14.0,28399.0
DOTZ SA,DOTZ3,2.89,,,357026.0
DTCOM,DTCY3,7.55,-35.76,-21.6,1653.0
DEXCO,DXCO3,13.93,8.13,19.4,49155600.0
ELECTRO AÇO ALTONA S/A,EALT3,10.89,9.79,10.2,2420.0
ELECTRO AÇO ALTONA S/A,EALT4,6.7,7.05,10.2,266327.0
ECORODOVIAS,ECOR3,7.6,6.78,42.6,53429900.0
ENCORPAR,ECPR3,79.89,-65.54,,0.0
CEEE,EEEL3,400.0,9.98,33.5,1845.0
ENGIE BRASIL,EGIE3,39.4,8.01,43.1,45605100.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,34.01,8.01,15.6,243.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,25.0,6.64,15.6,17448.0
ELETROBRÁS,ELET3,33.45,-21.95,-11.8,171508000.0
ELETROBRÁS,ELET5,64.5,-35.79,-11.8,308.0
ELETROBRÁS,ELET6,32.67,-21.6,-11.8,88288100.0
ELETROMIDIA,ELMD3,11.35,-52.98,-8.7,1673630.0
EMAE,EMAE4,52.7,9.19,36.1,525067.0
EMBRAER,EMBR3,21.02,13.03,7.5,215615000.0
ENAUTA PART,ENAT3,14.4,6.34,28.0,17777200.0
EDP ENERGIAS DO BRASIL S/A,ENBR3,21.4,5.42,20.4,71923100.0
ENEVA,ENEV3,12.94,17.11,27.7,80747100.0
ENERGISA,ENGI11,41.22,7.01,17.6,85814900.0
ENERGISA,ENGI3,13.05,8.94,17.6,145854.0
ENERGISA,ENGI4,6.86,6.45,17.6,261854.0
ENJOEI,ENJU3,2.78,-1.14,-108.6,8878620.0
ENERGISA MT,ENMT3,80.96,12.39,25.4,194374.0
