Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,12.85,16.94,10.9,17058800.0
AMBEV S/A,ABEV3,14.53,13.55,22.5,361441000.0
AERIS,AERI3,5.92,28.83,6.6,15856500.0
AES BRASIL,AESB3,10.31,116.64,7.2,12301600.0
AFLUENTE T,AFLT3,8.38,25.56,51.3,5718.0
BRASILAGRO,AGRO3,28.06,5.07,33.2,20787200.0
AGROGALAXY,AGXY3,10.4,14.54,3.0,591210.0
PARQUE ANHEMBI,AHEB3,27.5,-5.74,-20.8,4752.0
PARQUE ANHEMBI,AHEB5,22.0,-4.56,-20.8,379.0
ALLIED,ALLD3,15.12,3.68,6.4,4244210.0
ALPARGATAS,ALPA3,28.97,19.84,20.4,77063.0
ALPARGATAS,ALPA4,32.35,22.25,20.4,91026100.0
ESTAPAR,ALPK3,4.0,31.22,9.5,106638.0
ALIANSCSONAE,ALSO3,18.64,15.29,43.4,31548900.0
ALUPAR,ALUP11,23.59,3.21,71.1,23117100.0
ALUPAR,ALUP3,7.9,3.22,71.1,99314.0
ALUPAR,ALUP4,7.9,3.22,71.1,121740.0
LOJAS MARISA,AMAR3,3.06,7.98,10.4,33825500.0
AMBIPAR,AMBP3,35.12,22.55,16.7,46825600.0
AMERICANAS,AMER3,27.7,44.99,3.8,215082000.0
ANIMA,ANIM3,7.1,23.27,14.2,28403800.0
ALPER S.A.,APER3,28.93,-5.76,-45.9,1906570.0
ARMAC,ARML3,20.4,,,20069500.0
AREZZO CO,ARZZ3,67.41,24.79,11.4,72991700.0
ASSAI,ASAI3,11.36,9.51,8.5,136367000.0
ATMASA,ATMP3,2.5,-22.01,-1.5,134897.0
ATOMPAR,ATOM3,3.3,8.29,21.3,157710.0
ALPHAVILLE,AVLL3,28.69,-14.34,-34.1,669059.0
AZEVEDO & TRAVASSOS,AZEV3,4.06,-8.92,-40.4,366795.0
AZEVEDO & TRAVASSOS,AZEV4,3.48,-7.19,-40.4,1745820.0
AZUL,AZUL4,23.9,-163.6,-1.2,228947000.0
BAHEMA,BAHI3,14.49,135.88,0.7,44278.0
BAUMER,BALM3,15.5,9.22,10.2,2189.0
BAUMER,BALM4,12.48,7.2,10.2,5177.0
EXCELSIOR,BAUH4,83.9,119.86,2.0,31785.0
BR Brokers,BBRK3,0.98,-4.12,-10.0,1889640.0
BAEDELLA,BDLL3,12.0,-8.74,-275.8,26430.0
BAEDELLA,BDLL4,10.6,-8.66,-275.8,5454.0
Minerva,BEEF3,9.92,6.11,7.7,66787200.0
BIOMM SA,BIOM3,13.44,-17.88,-55.5,173517.0
BK BRASIL,BKBR3,5.41,-6.74,-10.4,21045200.0
BLAU,BLAU3,31.3,10.46,36.1,14824500.0
MONARK,BMKS3,236.83,13.22,-11.1,15301.0
BEMOBI TECH,BMOB3,12.46,5.35,31.4,15205700.0
BOMBRIL SA,BOBR4,1.49,22.64,2.7,70101.0
BRADESPAR S/A,BRAP3,23.76,-246.05,,10754500.0
BRADESPAR S/A,BRAP4,26.66,-287.39,,238235000.0
BRF Foods,BRFS3,24.6,12.54,6.4,182897000.0
BRISANET,BRIT3,4.15,,,3151670.0
BRASKEM,BRKM3,50.9,2.32,26.8,3326720.0
BRASKEM,BRKM5,52.74,2.37,26.8,206722000.0
BRASKEM,BRKM6,34.0,1.79,26.8,325.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,7.28,14.48,59.3,165496000.0
BR PROPERTIES,BRPR3,6.45,21.74,68.5,15549200.0
PENALTY,CAMB3,4.8,8.49,15.8,137662.0
CAMIL,CAML3,10.92,9.23,7.1,16542900.0
MELIUZ,CASH3,2.61,-168.18,-4.4,178417000.0
CASAN,CASN3,15.01,58.1,20.8,0.0
CBA,CBAV3,12.99,,,29904100.0
AMPLA ENERG,CBEE3,24.52,78.12,1.5,11142.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,11.26,11.63,27.8,154162000.0
CEA MODAS,CEAB3,5.17,-12.99,-3.1,20379100.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,15.5,-2.17,-20.3,47475.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,15.83,-2.04,-20.3,20876.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,15.2,-2.3,-20.3,75131.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,7.0,4.4,6.5,7617.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,4.81,4.03,6.5,11562.0
COELBA,CEEB3,35.96,6.79,19.7,83999.0
COELBA,CEEB5,39.0,7.08,19.7,0.0
CEEE-D,CEED3,40.1,-23.04,-4.2,1008.0
CEEE-D,CEED4,55.8,-28.55,-4.2,0.0
CEG,CEGR3,58.0,22.55,17.7,138.0
CELPE,CEPE5,25.65,6.8,12.6,2955.0
CELPE,CEPE6,29.89,7.1,12.6,9885.0
CESP CIA ENERGETICA SAO PAULO,CESP3,20.4,6.93,55.0,141711.0
CESP CIA ENERGETICA SAO PAULO,CESP5,33.0,10.42,55.0,394.0
CESP CIA ENERGETICA SAO PAULO,CESP6,19.75,6.75,55.0,45137000.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,140.0,9.62,23.1,71278.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,148.5,10.09,23.1,769852.0
GRAZZIOTIN,CGRA3,38.54,6.14,18.8,60484.0
GRAZZIOTIN,CGRA4,37.5,5.95,18.8,570135.0
CELESC,CLSC3,63.93,3.2,8.0,20893.0
CELESC,CLSC4,65.49,3.26,8.0,596812.0
CEMIG,CMIG3,17.02,7.23,16.6,5641680.0
CEMIG,CMIG4,12.26,5.66,16.6,100062000.0
CSNMINERACAO,CMIN3,6.98,2.77,53.8,64354700.0
CIA ENERG CEARA - COELCE,COCE3,58.92,12.33,8.4,686.0
CIA ENERG CEARA - COELCE,COCE5,56.2,11.99,8.4,769427.0
COGNA,COGN3,2.07,-45.66,-5.1,91092800.0
CPFL ENERGIA S.A.,CPFE3,25.34,6.47,18.0,119866000.0
COPEL,CPLE11,30.09,5.65,17.1,15033700.0
COPEL,CPLE3,5.63,5.38,17.1,7918850.0
COPEL,CPLE5,35.79,26.52,17.1,2298.0
COPEL,CPLE6,6.1,5.71,17.1,104145000.0
CR2,CRDE3,17.0,-2.68,-460.7,19909.0
CARREFOUR BR,CRFB3,13.96,7.45,6.6,72786400.0
CRISTAL,CRPG3,75.78,8.78,23.2,406.0
CRISTAL,CRPG5,56.01,6.24,23.2,1715680.0
CRISTAL,CRPG6,59.89,6.74,23.2,28187.0
COSAN SA INDUSTRIA E COMERCIO,CSAN3,19.81,20.39,15.2,143737000.0
CRUZEIRO EDU,CSED3,6.2,8.37,16.1,5566790.0
COPASA MG,CSMG3,11.59,5.48,21.9,28352100.0
CSN,CSNA3,24.12,2.28,41.5,289298000.0
COSERN,CSRN3,15.47,6.49,18.4,12008.0
COSERN,CSRN5,15.25,6.43,18.4,1087.0
COSERN,CSRN6,16.0,6.63,18.4,516.0
KARSTEN,CTKA3,30.97,14.39,9.7,874.0
KARSTEN,CTKA4,12.49,12.03,9.7,48358.0
COTEMINAS,CTNM3,9.39,7.32,8.6,691.0
COTEMINAS,CTNM4,3.48,6.42,8.6,43866.0
SANTANENSE,CTSA3,1.84,14.72,4.4,46995.0
SANTANENSE,CTSA4,1.27,12.36,4.4,77907.0
CURY S/A,CURY3,6.09,4.52,22.4,5141440.0
CVC BRASIL,CVCB3,11.53,-6.85,-60.9,152387000.0
CYRELA BRAZIL REALTY,CYRE3,13.96,8.74,17.1,115531000.0
DIAGNOSTICOS DA AMERICA SA,DASA3,29.34,122.04,1.6,8524800.0
DESKTOPSIGMA,DESK3,14.32,,,7373580.0
DEXXOS PAR,DEXP3,8.82,5.5,11.9,5280890.0
DEXXOS PAR,DEXP4,7.65,4.88,11.9,64166.0
Direcional Engenharia,DIRR3,10.64,6.1,18.1,21292600.0
DOMMO,DMMO3,0.46,2.37,34.2,2284860.0
D1000VFARMA,DMVF3,3.96,1.77,7.6,470033.0
DOHLER,DOHL3,19.0,14.88,14.0,780.0
DOHLER,DOHL4,5.98,4.66,14.0,36633.0
DOTZ SA,DOTZ3,2.45,,,488780.0
DTCOM,DTCY3,7.55,-35.76,-21.6,2058.0
DEXCO,DXCO3,13.59,7.95,19.4,51289400.0
ELECTRO AÇO ALTONA S/A,EALT3,11.07,9.91,10.2,3606.0
ELECTRO AÇO ALTONA S/A,EALT4,7.48,7.56,10.2,226616.0
ECORODOVIAS,ECOR3,7.0,6.56,42.6,55961700.0
ENCORPAR,ECPR3,79.89,-65.54,,0.0
CEEE,EEEL3,400.0,9.98,33.5,2690.0
ENGIE BRASIL,EGIE3,37.35,7.73,43.1,47280600.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,34.01,8.01,15.6,329.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,25.3,6.69,15.6,25614.0
ELETROBRÁS,ELET3,30.36,-20.57,-11.8,172475000.0
ELETROBRÁS,ELET5,64.5,-35.79,-11.8,308.0
ELETROBRÁS,ELET6,30.16,-20.48,-11.8,88712500.0
ELETROMIDIA,ELMD3,9.75,-45.58,-8.7,2110990.0
EMAE,EMAE4,68.21,12.38,36.1,444272.0
EMBRAER,EMBR3,24.07,14.17,7.5,224201000.0
ENAUTA PART,ENAT3,12.82,5.19,28.0,18588200.0
EDP ENERGIAS DO BRASIL S/A,ENBR3,19.73,5.16,20.4,67781100.0
ENEVA,ENEV3,11.93,16.12,27.7,78738400.0
ENERGISA,ENGI11,39.33,6.85,17.6,88340600.0
ENERGISA,ENGI3,12.48,8.71,17.6,144889.0
ENERGISA,ENGI4,6.71,6.39,17.6,267475.0
ENJOEI,ENJU3,2.44,-0.55,-108.6,9082000.0
ENERGISA MT,ENMT3,81.0,12.4,25.4,104759.0
ENERGISA MT,ENMT4,80.56,12.34,25.4,4157.0
EMBPAR S/A,EPAR3,13.16,3.68,6.3,57315.0
EQTL PARA,EQPA3,4.93,7.44,23.5,42266.0
EQTL PARA,EQPA5,6.92,9.95,23.5,8198.0
EQTL PARAC,EQPA7,6.7,9.68,23.5,32.0
EQUATORIAL ENERGIA S.A.,EQTL3,21.35,6.58,23.2,137755000.0
ESPACOLASER,ESPA3,6.74,10.78,27.9,20281800.0
ESTRELA,ESTR3,40.0,4.85,13.5,0.0
ESTRELA,ESTR4,67.18,5.77,13.5,0.0
ETERNIT,ETER3,16.35,2.67,27.8,35760800.0
EUCATEX,EUCA3,12.35,3.67,18.3,87262.0
EUCATEX,EUCA4,8.68,2.85,18.3,552884.0
Even,EVEN3,5.97,1.37,16.8,13357700.0
EZTec,EZTC3,18.03,11.24,26.3,49227300.0
FERBASA,FESA3,53.38,7.39,29.0,18480.0
FERBASA,FESA4,46.88,6.47,29.0,27408500.0
Fer Heringer,FHER3,16.4,2.78,14.4,40181700.0
UNIFIQUE,FIQE3,5.72,,,3625460.0
FLEURY,FLRY3,16.58,10.22,19.0,34380000.0
FRAS-LE S.A.,FRAS3,12.85,10.15,13.5,2636290.0
Metalfrio,FRIO3,50.59,16.62,3.5,967.0
POMIFRUTAS,FRTA3,5.04,-264.53,-1.6,27422.0
