Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio
ALLIAR,AALR3,16.15,20.04,10.9,11688600.0
AMBEV S/A,ABEV3,14.41,13.43,22.5,317422000.0
AERIS,AERI3,6.08,29.53,6.6,14009600.0
AES BRASIL,AESB3,11.48,123.17,7.2,11755900.0
AFLUENTE T,AFLT3,8.6,26.26,51.3,4107.0
BRASILAGRO,AGRO3,27.94,5.04,33.2,16580700.0
AGROGALAXY,AGXY3,11.94,16.05,3.0,1044430.0
PARQUE ANHEMBI,AHEB3,27.5,-5.74,-20.8,4086.0
PARQUE ANHEMBI,AHEB5,22.0,-4.56,-20.8,109.0
PARQUE ANHEMBI,AHEB6,51.5,-10.9,-20.8,0.0
ALLIED,ALLD3,14.4,3.5,6.4,2528820.0
ALPARGATAS,ALPA3,23.99,16.29,20.4,93778.0
ALPARGATAS,ALPA4,25.83,17.61,20.4,94282000.0
ESTAPAR,ALPK3,4.69,33.23,9.5,78154.0
ALIANSCSONAE,ALSO3,21.8,17.5,43.4,32817200.0
ALUPAR,ALUP11,25.27,3.32,71.1,18676500.0
ALUPAR,ALUP3,8.36,3.31,71.1,90405.0
ALUPAR,ALUP4,8.49,3.33,71.1,109418.0
LOJAS MARISA,AMAR3,3.22,8.15,10.4,25207600.0
AMBIPAR,AMBP3,38.3,24.02,16.7,29976400.0
AMERICANAS,AMER3,32.15,50.47,3.8,235160000.0
ANIMA,ANIM3,8.07,24.53,14.2,21568300.0
ALPER S.A.,APER3,32.29,-6.63,-45.9,1770850.0
ARMAC,ARML3,20.83,,,17047900.0
AREZZO CO,ARZZ3,82.3,33.02,11.4,77432600.0
ASSAI,ASAI3,12.9,10.47,8.5,132689000.0
ATMASA,ATMP3,2.78,-22.48,-1.5,158704.0
ATOMPAR,ATOM3,3.38,8.55,21.3,175572.0
ALPHAVILLE,AVLL3,29.99,-14.63,-34.1,89762.0
AZEVEDO & TRAVASSOS,AZEV3,3.79,-8.12,-40.4,288783.0
AZEVEDO & TRAVASSOS,AZEV4,3.13,-6.14,-40.4,1874410.0
AZUL,AZUL4,26.37,-172.9,-1.2,196917000.0
B3,B3SA3,14.13,11.76,63.2,536429000.0
BAHEMA,BAHI3,13.7,128.66,0.7,55141.0
BAUMER,BALM3,14.58,8.6,10.2,1428.0
BAUMER,BALM4,11.59,6.6,10.2,5952.0
EXCELSIOR,BAUH4,84.78,121.15,2.0,36724.0
BR Brokers,BBRK3,1.11,-4.85,-10.0,1709720.0
BAEDELLA,BDLL3,11.5,-8.71,-275.8,4343.0
BAEDELLA,BDLL4,9.91,-8.63,-275.8,5967.0
Minerva,BEEF3,9.04,5.84,7.7,66386400.0
BIOMM SA,BIOM3,13.9,-19.8,-55.5,185245.0
BK BRASIL,BKBR3,6.03,-7.36,-10.4,13384500.0
BLAU,BLAU3,32.19,10.79,36.1,11861800.0
B TECH EQI,BLUT3,1.72,-25.39,,345869.0
B TECH EQI,BLUT4,0.9,-15.22,,584243.0
MONARK,BMKS3,230.0,14.65,-11.1,11405.0
BEMOBI TECH,BMOB3,15.16,7.97,31.4,13352300.0
BOA VISTA,BOAS3,5.7,11.88,22.4,7694000.0
BOMBRIL SA,BOBR3,1.0,18.36,2.7,0.0
BOMBRIL SA,BOBR4,1.55,23.17,2.7,73313.0
BRADESPAR S/A,BRAP3,25.77,-274.7,,8564160.0
BRADESPAR S/A,BRAP4,28.75,-317.19,,207984000.0
BR PARTNERS,BRBI11,17.8,,,3329750.0
BRF Foods,BRFS3,18.75,10.92,6.4,240863000.0
BRISANET,BRIT3,4.49,,,3357580.0
BRASKEM,BRKM3,50.78,2.31,26.8,2607430.0
BRASKEM,BRKM5,54.09,2.41,26.8,210020000.0
BRASKEM,BRKM6,33.69,1.78,26.8,2448.0
BR MALLS PARTICIPAÇÔES S/A,BRML3,9.26,17.32,59.3,197871000.0
BR PROPERTIES,BRPR3,7.27,23.47,68.5,13964500.0
CAL S/A,CALI3,98.18,10.91,10.9,0.0
CAL S/A,CALI4,50.0,8.45,10.9,0.0
PENALTY,CAMB3,4.58,8.21,15.8,132581.0
CAMIL,CAML3,9.08,9.58,6.3,17778000.0
CSU CARDSYST,CARD3,13.53,7.02,16.5,3444660.0
MELIUZ,CASH3,2.88,-192.08,-4.4,162006000.0
CBA,CBAV3,17.4,,,33305200.0
AMPLA ENERG,CBEE3,23.01,75.95,1.5,9706.0
COMPANHIA DE CONCESSÕES RODOVIÁRIAS,CCRO3,12.42,12.34,27.8,114328000.0
CEA MODAS,CEAB3,5.99,-14.63,-3.1,15484500.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3,14.85,-2.44,-20.3,39519.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5,14.37,-2.64,-20.3,18696.0
CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6,14.22,-2.7,-20.3,103633.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO3,7.1,4.42,6.5,6119.0
CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA,CEDO4,5.35,4.12,6.5,44086.0
COELBA,CEEB3,33.7,6.58,19.7,63484.0
COELBA,CEEB5,39.0,7.08,19.7,0.0
CEEE-D,CEED3,59.99,-30.02,-4.2,1928.0
CEEE-D,CEED4,55.8,-28.55,-4.2,0.0
CEG,CEGR3,57.99,22.55,17.7,270.0
CELPE,CEPE3,128.0,13.92,12.6,0.0
CELPE,CEPE5,25.0,6.76,12.6,3431.0
CELPE,CEPE6,26.11,6.83,12.6,3115.0
CESP CIA ENERGETICA SAO PAULO,CESP3,23.02,7.66,55.0,122931.0
CESP CIA ENERGETICA SAO PAULO,CESP5,26.1,8.51,55.0,6458.0
CESP CIA ENERGETICA SAO PAULO,CESP6,23.38,7.76,55.0,45525800.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,CGAS3,130.0,9.08,23.1,73885.0
COMPANHIA DE GÁS DE SÃO PAULO - COMGÁSS,CGAS5,122.5,8.67,23.1,1020600.0
GRAZZIOTIN,CGRA3,38.99,6.12,18.8,53807.0
GRAZZIOTIN,CGRA4,38.25,5.99,18.8,338929.0
CIELO,CIEL3,2.33,3.34,16.5,61990500.0
CLEARSALE,CLSA3,10.8,,,18540700.0
CELESC,CLSC3,61.8,3.13,8.0,21828.0
CELESC,CLSC4,64.6,3.23,8.0,635287.0
CEMIG,CMIG3,17.72,7.46,16.6,5702920.0
CEMIG,CMIG4,12.81,5.84,16.6,95561500.0
CSNMINERACAO,CMIN3,7.12,2.84,53.8,62464700.0
CIA ENERG CEARA - COELCE,COCE3,58.92,12.33,8.4,530.0
CIA ENERG CEARA - COELCE,COCE5,53.75,11.68,8.4,474809.0
COGNA,COGN3,2.49,-49.29,-5.1,77790400.0
CORREA RIBEIRO SA COM. IND.,CORR4,82.0,18.34,-18.0,0.0
CPFL ENERGIA S.A.,CPFE3,28.3,6.97,18.0,66146000.0
COPEL,CPLE11,35.46,6.41,17.1,13751800.0
COPEL,CPLE3,6.5,5.99,17.1,6145960.0
COPEL,CPLE5,31.0,23.16,17.1,1970.0
COPEL,CPLE6,7.23,6.5,17.1,77535400.0
CR2,CRDE3,16.74,-2.61,-460.7,8242.0
CARREFOUR BR,CRFB3,15.8,8.18,6.6,69247300.0
CRISTAL,CRPG3,75.78,8.78,23.2,176.0
CRISTAL,CRPG5,60.25,6.78,23.2,911878.0
CRISTAL,CRPG6,62.99,7.14,23.2,19051.0
COSAN SA INDUSTRIA E COMERCIO,CSAN3,23.31,22.34,15.2,138098000.0
CRUZEIRO EDU,CSED3,5.56,7.53,16.1,5333860.0
COPASA MG,CSMG3,13.41,6.02,21.9,22992700.0
CSN,CSNA3,26.63,2.45,41.5,290332000.0
COSERN,CSRN3,15.15,6.41,18.4,9447.0
COSERN,CSRN5,15.25,6.43,18.4,359.0
COSERN,CSRN6,16.1,6.66,18.4,274.0
KARSTEN,CTKA3,27.5,13.95,9.7,460.0
KARSTEN,CTKA4,11.0,11.84,9.7,82233.0
COTEMINAS,CTNM3,8.37,7.17,8.6,370.0
COTEMINAS,CTNM4,3.68,6.45,8.6,36702.0
SANTANENSE,CTSA3,1.91,15.01,4.4,64519.0
SANTANENSE,CTSA4,1.27,12.36,4.4,132395.0
CURY S/A,CURY3,7.72,5.86,22.4,6791360.0
CVC BRASIL,CVCB3,13.01,-7.66,-60.9,128777000.0
CYRELA BRAZIL REALTY,CYRE3,15.98,9.78,17.1,114602000.0
DIAGNOSTICOS DA AMERICA SA,DASA3,27.79,118.88,1.6,12190400.0
DESKTOPSIGMA,DESK3,17.36,,,5960660.0
DEXXOS PAR,DEXP3,9.64,5.93,11.9,4223100.0
DEXXOS PAR,DEXP4,8.2,5.17,11.9,52933.0
Direcional Engenharia,DIRR3,13.34,7.41,18.1,22305200.0
DOMMO,DMMO3,0.97,8.86,34.2,9374690.0
D1000VFARMA,DMVF3,4.03,1.81,7.6,418240.0
DOHLER,DOHL3,19.0,14.88,14.0,91.0
DOHLER,DOHL4,5.84,4.55,14.0,28220.0
DOTZ SA,DOTZ3,2.99,,,333566.0
DTCOM,DTCY3,7.55,-35.76,-21.6,343.0
DEXCO,DXCO3,13.77,8.05,19.4,48697500.0
ELECTRO AÇO ALTONA S/A,EALT3,11.18,9.98,10.2,2007.0
ELECTRO AÇO ALTONA S/A,EALT4,6.93,7.2,10.2,290528.0
ECORODOVIAS,ECOR3,7.19,6.63,42.6,49060000.0
ENCORPAR,ECPR3,79.89,-65.54,,0.0
ENCORPAR,ECPR4,85.8,-70.4,,0.0
CEEE,EEEL3,400.0,9.98,33.5,930.0
CEEE,EEEL4,399.0,9.95,33.5,928.0
ENGIE BRASIL,EGIE3,40.78,8.21,43.1,46208400.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,33.73,7.97,15.6,395.0
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,26.9,6.93,15.6,13573.0
ELETROBRÁS,ELET3,33.69,-22.06,-11.8,173467000.0
ELETROBRÁS,ELET5,64.5,-35.79,-11.8,150.0
ELETROBRÁS,ELET6,33.16,-21.82,-11.8,86766800.0
ELETROMIDIA,ELMD3,14.0,-65.23,-8.7,1742820.0
EMAE,EMAE4,50.0,8.64,36.1,540258.0
EMBRAER,EMBR3,18.97,12.25,7.5,225978000.0
ENAUTA PART,ENAT3,15.73,7.31,28.0,17832200.0
EDP ENERGIAS DO BRASIL S/A,ENBR3,20.91,5.34,20.4,68491600.0
ENEVA,ENEV3,13.33,17.49,27.7,89750000.0
ENERGISA,ENGI11,43.36,7.18,17.6,71202700.0
ENERGISA,ENGI3,14.1,9.37,17.6,137501.0
ENERGISA,ENGI4,7.36,6.65,17.6,261247.0
ENJOEI,ENJU3,2.92,-1.38,-108.6,8691780.0
ENERGISA MT,ENMT3,79.9,12.26,25.4,309189.0
ENERGISA MT,ENMT4,81.79,12.5,25.4,2051.0
EMBPAR S/A,EPAR3,14.52,4.05,6.3,30999.0
EQTL PARA,EQPA3,5.44,8.08,23.5,41073.0
